session,flight,W_ms,status,n_points,detect_sum_ms,triangulate_ms,ransac_ms,total_compute_ms,w_plus_compute_ms,position_error_mm,velocity_error_a_mm_s,velocity_error_b_mm_s,lead_time_ms,reason
2026_07_15_gym,flight_33,200.0,ok,13,249.4778639897704,0.10643499344587326,87.92748600244522,337.5117849856615,537.5117849856615,413.0311931220879,401.5322403969437,2709.3283800774916,1082.3845000000001,
2026_07_15_gym,flight_33,250.0,ok,16,306.40335197746754,0.12149200588464737,102.96262100338936,409.48746498674154,659.4874649867415,365.77460474599815,366.4175593741849,2742.721124074115,1032.427,
2026_07_15_gym,flight_33,300.0,ok,19,363.4745529741049,0.12906700372695923,118.76737900823355,482.3709989860654,782.3709989860654,459.12806123535097,426.36899648960747,2705.6636336517663,982.4725000000001,
2026_07_15_gym,flight_33,350.0,ok,22,421.53695099055767,0.14295700937509537,122.80615399777889,544.4860619977117,894.4860619977117,276.21003795774214,305.9893534914745,2786.416857463787,932.516,
2026_07_15_gym,flight_33,400.0,ok,25,479.6000539883971,0.15349499881267548,132.18361500650644,611.9371639937162,1011.9371639937162,301.94592420441904,110.86901686220499,3091.5782527244974,882.5600000000001,
2026_07_15_gym,flight_33,430.0,ok,26,498.19181299209595,0.15505000203847885,130.4484279975295,628.7952909916639,1058.795290991664,145.35878045050126,62.88109513187243,2989.646108481382,865.9075,
2026_07_15_gym,flight_36,150.0,fit_failed,,,,,,,,,,,ransac_fit: no candidate model reached >= min_samples (8) inliers over 3 iterations
2026_07_15_gym,flight_36,200.0,ok,13,251.8518449962139,0.10810200124979019,104.64435999840498,356.6043069958687,556.6043069958687,1203.6444563091666,180.05192691617248,2422.53508317226,1165.6435,
2026_07_15_gym,flight_36,250.0,ok,16,308.97605200111866,0.11554799973964691,112.60275299102068,421.694352991879,671.694352991879,559.8009912575708,254.49286125587102,2128.39368013531,1115.687,
2026_07_15_gym,flight_36,300.0,ok,19,366.64625100046396,0.1263440027832985,125.61369399726391,492.38628900051117,792.3862890005112,108.14024135004371,558.3064010571071,1922.93967384236,1065.731,
2026_07_15_gym,flight_36,350.0,ok,22,426.03513699769974,0.13916099816560745,135.58516899496317,561.7594669908285,911.7594669908285,112.92049256260091,635.0800450549577,1864.575065060307,1015.7745,
2026_07_15_gym,flight_36,400.0,ok,25,484.89821799099445,0.15101300179958344,189.35434499382973,674.4035759866238,1074.4035759866238,92.60276125977852,582.9435883505867,1900.3804207173812,965.8184999999999,
2026_07_15_gym,flight_36,430.0,ok,26,503.68312299251556,0.15616200119256973,219.90841700136662,723.7477019950747,1153.7477019950747,94.5055174996953,590.9763434206166,1892.9520198693506,949.1684999999999,
2026_07_15_gym,flight_38,150.0,ok,10,193.32120603322983,0.09487800300121307,72.59026900678873,266.00635304301977,416.00635304301977,846.6266919468427,588.8306778821071,1057.628194590746,1115.686,
2026_07_15_gym,flight_38,200.0,ok,13,251.91885502636433,0.10300900042057037,88.18397099524736,340.20583502203226,540.2058350220323,1123.400599138788,775.0009306885541,1217.3482871977226,1065.733,
2026_07_15_gym,flight_38,250.0,ok,16,309.17964801192284,0.11700999736785889,98.00309900939465,407.29975701868534,657.2997570186853,263.0310625873117,187.3195458227335,661.3877680860667,1015.7775,
2026_07_15_gym,flight_38,300.0,ok,19,366.6565900146961,0.12839999794960022,102.99732799828053,469.78231801092625,769.7823180109262,247.4457773426989,155.56897532185656,652.2097631842597,965.8204999999999,
2026_07_15_gym,flight_38,350.0,ok,22,425.18034502863884,0.13908599317073822,123.48576900362968,548.8052000254393,898.8052000254393,355.9861626591493,258.8799959633098,737.2370713883922,915.8625000000001,
2026_07_15_gym,flight_38,400.0,ok,25,483.6364090144634,0.15086499601602554,127.22112999856472,611.0084040090442,1011.0084040090442,203.93965124503592,127.86530591445678,632.4767270766819,865.9095000000001,
