session,flight,N,lead_time_ms,error_mm,status,reason
2026_07_21_gym,flight_91,13,1099.01,777.4370,ok,
2026_07_21_gym,flight_91,14,1082.36,679.9187,ok,
2026_07_21_gym,flight_91,15,1065.71,520.8900,ok,
2026_07_21_gym,flight_91,16,1049.06,467.8983,ok,
2026_07_21_gym,flight_91,17,1032.40,442.1904,ok,
2026_07_21_gym,flight_91,18,1015.75,435.5944,ok,
2026_07_21_gym,flight_91,19,999.10,370.4628,ok,
2026_07_21_gym,flight_91,20,982.45,393.8724,ok,
2026_07_21_gym,flight_91,21,965.80,336.9894,ok,
2026_07_21_gym,flight_91,22,949.15,306.9864,ok,
2026_07_21_gym,flight_91,23,932.49,290.6098,ok,
2026_07_21_gym,flight_91,24,915.84,262.4135,ok,
2026_07_21_gym,flight_91,25,899.19,229.1488,ok,
2026_07_21_gym,flight_91,26,882.54,210.6440,ok,
2026_07_21_gym,flight_91,27,865.89,193.5591,ok,
2026_07_21_gym,flight_91,28,849.24,188.1877,ok,
2026_07_21_gym,flight_91,29,832.58,186.1111,ok,
2026_07_21_gym,flight_91,30,815.93,188.0650,ok,
2026_07_21_gym,flight_91,31,799.28,169.0066,ok,
2026_07_21_gym,flight_91,32,782.63,147.3936,ok,
2026_07_21_gym,flight_91,33,765.98,130.6714,ok,
2026_07_21_gym,flight_91,34,749.32,116.9598,ok,
2026_07_21_gym,flight_91,35,732.67,114.9217,ok,
2026_07_21_gym,flight_91,36,716.02,112.7767,ok,
2026_07_21_gym,flight_91,37,699.37,101.9477,ok,
2026_07_21_gym,flight_91,38,682.72,99.5030,ok,
2026_07_21_gym,flight_91,39,666.07,101.7310,ok,
2026_07_21_gym,flight_91,40,649.42,115.8318,ok,
2026_07_21_gym,flight_91,41,632.76,104.7323,ok,
2026_07_21_gym,flight_91,42,616.11,109.3402,ok,
2026_07_21_gym,flight_91,43,599.46,107.4093,ok,
2026_07_21_gym,flight_91,44,582.81,97.4108,ok,
2026_07_21_gym,flight_91,45,566.16,76.8339,ok,
2026_07_21_gym,flight_91,46,549.51,60.0447,ok,
2026_07_21_gym,flight_91,47,532.85,51.6305,ok,
2026_07_21_gym,flight_91,48,516.20,49.5378,ok,
2026_07_21_gym,flight_91,49,499.55,46.0912,ok,
2026_07_21_gym,flight_91,50,482.90,49.3833,ok,
2026_07_21_gym,flight_91,51,466.25,54.4908,ok,
2026_07_21_gym,flight_91,52,449.60,55.1298,ok,
2026_07_21_gym,flight_91,53,432.94,48.4516,ok,
2026_07_21_gym,flight_91,54,416.29,45.6712,ok,
2026_07_21_gym,flight_91,55,399.64,42.0141,ok,
2026_07_21_gym,flight_91,56,382.99,39.7117,ok,
2026_07_21_gym,flight_91,57,366.34,40.2520,ok,
2026_07_21_gym,flight_91,58,349.68,39.9275,ok,
2026_07_21_gym,flight_91,59,333.03,42.0222,ok,
2026_07_21_gym,flight_91,60,316.38,39.9097,ok,
2026_07_21_gym,flight_91,61,299.73,39.6383,ok,
2026_07_21_gym,flight_91,62,283.08,40.4816,ok,
2026_07_21_gym,flight_91,63,266.43,40.7151,ok,
2026_07_21_gym,flight_91,64,233.12,38.1659,ok,
2026_07_21_gym,flight_91,65,216.47,39.6206,ok,
2026_07_21_gym,flight_91,66,199.82,40.6707,ok,
2026_07_21_gym,flight_91,67,183.17,40.1933,ok,
2026_07_21_gym,flight_91,68,166.52,39.0033,ok,
2026_07_21_gym,flight_91,69,149.86,43.2145,ok,
2026_07_21_gym,flight_91,70,133.21,43.2173,ok,
2026_07_21_gym,flight_91,71,116.56,43.8844,ok,
2026_07_21_gym,flight_91,72,99.91,41.6266,ok,
2026_07_21_gym,flight_91,73,83.26,41.0757,ok,
2026_07_21_gym,flight_91,74,66.61,40.7940,ok,
2026_07_21_gym,flight_91,75,49.95,40.4981,ok,
2026_07_21_gym,flight_91,76,33.30,39.5345,ok,
2026_07_21_gym,flight_91,77,16.65,38.1267,ok,
2026_07_21_gym,flight_92,3,1248.87,6145.5323,ok,
2026_07_21_gym,flight_92,4,1232.22,5788.3251,ok,
2026_07_21_gym,flight_92,5,1215.57,2235.0531,ok,
2026_07_21_gym,flight_92,6,1198.92,1436.6774,ok,
2026_07_21_gym,flight_92,7,1182.26,801.6305,ok,
2026_07_21_gym,flight_92,8,1165.61,401.3042,ok,
2026_07_21_gym,flight_92,9,1148.96,355.6133,ok,
2026_07_21_gym,flight_92,10,1132.31,334.9850,ok,
2026_07_21_gym,flight_92,11,1115.65,285.1758,ok,
2026_07_21_gym,flight_92,12,1099.01,248.2311,ok,
2026_07_21_gym,flight_92,13,1082.34,208.1719,ok,
2026_07_21_gym,flight_92,14,1065.70,197.1964,ok,
2026_07_21_gym,flight_92,15,1049.05,220.3637,ok,
2026_07_21_gym,flight_92,16,1032.40,182.2344,ok,
2026_07_21_gym,flight_92,17,1015.74,154.9878,ok,
2026_07_21_gym,flight_92,18,999.10,141.3888,ok,
2026_07_21_gym,flight_92,19,965.79,128.6309,ok,
2026_07_21_gym,flight_92,20,949.13,136.1359,ok,
2026_07_21_gym,flight_92,21,932.49,142.9485,ok,
2026_07_21_gym,flight_92,22,915.83,144.7035,ok,
2026_07_21_gym,flight_92,23,899.19,134.7526,ok,
2026_07_21_gym,flight_92,24,882.53,131.6746,ok,
2026_07_21_gym,flight_92,25,865.88,120.0947,ok,
2026_07_21_gym,flight_92,26,849.23,110.5931,ok,
2026_07_21_gym,flight_92,27,832.58,109.1294,ok,
2026_07_21_gym,flight_92,28,815.93,100.2333,ok,
2026_07_21_gym,flight_92,29,799.28,90.3238,ok,
2026_07_21_gym,flight_92,30,782.62,69.8174,ok,
2026_07_21_gym,flight_92,31,765.97,70.9872,ok,
2026_07_21_gym,flight_92,32,749.32,73.6099,ok,
2026_07_21_gym,flight_92,33,732.67,73.7879,ok,
2026_07_21_gym,flight_92,34,716.01,75.0623,ok,
2026_07_21_gym,flight_92,35,699.37,73.5534,ok,
2026_07_21_gym,flight_92,36,682.71,67.2353,ok,
2026_07_21_gym,flight_92,37,666.07,63.7403,ok,
2026_07_21_gym,flight_92,38,649.41,58.8290,ok,
2026_07_21_gym,flight_92,39,616.10,55.3803,ok,
2026_07_21_gym,flight_92,40,599.46,54.8098,ok,
2026_07_21_gym,flight_92,41,582.80,57.0714,ok,
2026_07_21_gym,flight_92,42,566.16,57.1165,ok,
2026_07_21_gym,flight_92,43,549.50,54.1688,ok,
2026_07_21_gym,flight_92,44,532.85,50.2890,ok,
2026_07_21_gym,flight_92,45,516.19,50.3963,ok,
2026_07_21_gym,flight_92,46,499.55,52.1332,ok,
2026_07_21_gym,flight_92,47,482.89,55.5805,ok,
2026_07_21_gym,flight_92,48,466.25,56.8126,ok,
2026_07_21_gym,flight_92,49,449.59,49.8283,ok,
2026_07_21_gym,flight_92,50,432.94,49.1031,ok,
2026_07_21_gym,flight_92,51,416.29,47.6907,ok,
2026_07_21_gym,flight_92,52,399.64,48.8178,ok,
2026_07_21_gym,flight_92,53,382.98,48.8362,ok,
2026_07_21_gym,flight_92,54,366.33,48.6809,ok,
2026_07_21_gym,flight_92,55,349.68,48.7666,ok,
2026_07_21_gym,flight_92,56,333.03,47.2354,ok,
2026_07_21_gym,flight_92,57,316.37,43.2826,ok,
2026_07_21_gym,flight_92,58,299.73,36.4203,ok,
2026_07_21_gym,flight_92,59,283.07,32.1941,ok,
2026_07_21_gym,flight_92,60,249.76,29.2082,ok,
2026_07_21_gym,flight_92,61,233.12,31.2357,ok,
2026_07_21_gym,flight_92,62,199.82,30.7472,ok,
2026_07_21_gym,flight_92,63,183.17,30.7890,ok,
2026_07_21_gym,flight_92,64,166.52,30.7538,ok,
2026_07_21_gym,flight_92,65,149.86,26.6057,ok,
2026_07_21_gym,flight_92,66,133.21,25.3695,ok,
2026_07_21_gym,flight_92,67,116.55,24.3042,ok,
2026_07_21_gym,flight_92,68,99.91,22.9446,ok,
2026_07_21_gym,flight_92,69,83.25,22.5778,ok,
2026_07_21_gym,flight_92,70,66.61,29.1451,ok,
2026_07_21_gym,flight_92,71,49.95,27.1451,ok,
2026_07_21_gym,flight_92,72,33.30,23.1750,ok,
2026_07_21_gym,flight_92,73,16.65,24.8609,ok,
2026_07_21_gym,flight_93,3,1298.84,6565.8571,ok,
2026_07_21_gym,flight_93,4,1282.18,5014.8337,ok,
2026_07_21_gym,flight_93,5,1265.53,2564.5502,ok,
2026_07_21_gym,flight_93,6,1248.88,2805.7716,ok,
2026_07_21_gym,flight_93,7,1232.23,2684.5667,ok,
2026_07_21_gym,flight_93,8,1215.58,2652.7624,ok,
2026_07_21_gym,flight_93,9,1198.92,2385.7610,ok,
2026_07_21_gym,flight_93,10,1182.27,1760.2068,ok,
2026_07_21_gym,flight_93,11,1165.62,1719.5404,ok,
2026_07_21_gym,flight_93,12,1148.97,1432.2451,ok,
2026_07_21_gym,flight_93,13,1132.32,1131.0877,ok,
2026_07_21_gym,flight_93,14,1115.66,883.6180,ok,
2026_07_21_gym,flight_93,15,1099.02,826.7432,ok,
2026_07_21_gym,flight_93,16,1082.36,697.4068,ok,
2026_07_21_gym,flight_93,17,1065.71,574.3702,ok,
2026_07_21_gym,flight_93,18,1049.06,446.8556,ok,
2026_07_21_gym,flight_93,19,1032.41,356.3583,ok,
2026_07_21_gym,flight_93,20,1015.75,369.0551,ok,
2026_07_21_gym,flight_93,21,999.11,306.7335,ok,
2026_07_21_gym,flight_93,22,982.45,273.8539,ok,
2026_07_21_gym,flight_93,23,965.80,254.9285,ok,
2026_07_21_gym,flight_93,24,949.15,251.8948,ok,
2026_07_21_gym,flight_93,25,932.50,265.7362,ok,
2026_07_21_gym,flight_93,26,915.84,257.6835,ok,
2026_07_21_gym,flight_93,27,899.19,268.4509,ok,
2026_07_21_gym,flight_93,28,882.54,257.2982,ok,
2026_07_21_gym,flight_93,29,865.89,245.9508,ok,
2026_07_21_gym,flight_93,30,849.24,249.6686,ok,
2026_07_21_gym,flight_93,31,832.59,246.4693,ok,
2026_07_21_gym,flight_93,32,815.94,232.8768,ok,
2026_07_21_gym,flight_93,33,799.28,225.6909,ok,
2026_07_21_gym,flight_93,34,765.98,194.1273,ok,
2026_07_21_gym,flight_93,35,749.33,155.6735,ok,
2026_07_21_gym,flight_93,36,716.02,164.4861,ok,
2026_07_21_gym,flight_93,37,699.37,169.3552,ok,
2026_07_21_gym,flight_93,38,682.72,156.7709,ok,
2026_07_21_gym,flight_93,39,666.07,149.9338,ok,
2026_07_21_gym,flight_93,40,649.42,147.9273,ok,
2026_07_21_gym,flight_93,41,632.77,145.2079,ok,
2026_07_21_gym,flight_93,42,616.11,128.2572,ok,
2026_07_21_gym,flight_93,43,599.46,126.0271,ok,
2026_07_21_gym,flight_93,44,582.81,125.7519,ok,
2026_07_21_gym,flight_93,45,566.16,127.9187,ok,
2026_07_21_gym,flight_93,46,549.51,131.4271,ok,
2026_07_21_gym,flight_93,47,532.86,127.9269,ok,
2026_07_21_gym,flight_93,48,516.20,124.2965,ok,
2026_07_21_gym,flight_93,49,499.55,120.3420,ok,
2026_07_21_gym,flight_93,50,482.90,142.8858,ok,
2026_07_21_gym,flight_93,51,466.25,130.5358,ok,
2026_07_21_gym,flight_93,52,449.60,127.3618,ok,
2026_07_21_gym,flight_93,53,432.95,113.6883,ok,
2026_07_21_gym,flight_93,54,416.29,105.5237,ok,
2026_07_21_gym,flight_93,55,399.64,95.9963,ok,
2026_07_21_gym,flight_93,56,382.99,93.9867,ok,
2026_07_21_gym,flight_93,57,366.34,83.8412,ok,
2026_07_21_gym,flight_93,58,349.69,73.9648,ok,
2026_07_21_gym,flight_93,59,333.04,70.0596,ok,
2026_07_21_gym,flight_93,60,316.38,67.2127,ok,
2026_07_21_gym,flight_93,61,299.73,70.6832,ok,
2026_07_21_gym,flight_93,62,283.08,70.0074,ok,
2026_07_21_gym,flight_93,63,266.43,71.9930,ok,
2026_07_21_gym,flight_93,64,249.78,79.2973,ok,
2026_07_21_gym,flight_93,65,233.12,93.1339,ok,
2026_07_21_gym,flight_93,66,216.47,99.7552,ok,
2026_07_21_gym,flight_93,67,199.82,97.7906,ok,
2026_07_21_gym,flight_93,68,166.52,89.8744,ok,
2026_07_21_gym,flight_93,69,149.87,85.6593,ok,
2026_07_21_gym,flight_93,70,133.21,80.1902,ok,
2026_07_21_gym,flight_93,71,116.56,77.4951,ok,
2026_07_21_gym,flight_93,72,99.91,73.8306,ok,
2026_07_21_gym,flight_93,73,83.26,70.2954,ok,
2026_07_21_gym,flight_93,74,66.61,65.1856,ok,
2026_07_21_gym,flight_93,75,49.96,63.1517,ok,
2026_07_21_gym,flight_93,76,33.30,60.9926,ok,
2026_07_21_gym,flight_93,77,16.65,56.6961,ok,
2026_07_21_gym,flight_94,3,1382.10,4849.9921,ok,
2026_07_21_gym,flight_94,4,1365.44,2318.2538,ok,
2026_07_21_gym,flight_94,5,1348.79,1080.2697,ok,
2026_07_21_gym,flight_94,6,1332.14,640.5801,ok,
2026_07_21_gym,flight_94,7,1315.49,496.0231,ok,
2026_07_21_gym,flight_94,8,1298.84,504.1751,ok,
2026_07_21_gym,flight_94,9,1282.19,320.9068,ok,
2026_07_21_gym,flight_94,10,1265.53,197.8407,ok,
2026_07_21_gym,flight_94,11,1248.88,240.9798,ok,
2026_07_21_gym,flight_94,12,1232.23,233.3615,ok,
2026_07_21_gym,flight_94,13,1215.58,249.5199,ok,
2026_07_21_gym,flight_94,14,1198.93,190.3337,ok,
2026_07_21_gym,flight_94,15,1182.27,265.3945,ok,
2026_07_21_gym,flight_94,16,1165.62,204.7587,ok,
2026_07_21_gym,flight_94,17,1148.97,179.5330,ok,
2026_07_21_gym,flight_94,18,1132.32,180.0980,ok,
2026_07_21_gym,flight_94,19,1115.67,191.2610,ok,
2026_07_21_gym,flight_94,20,1099.02,165.4787,ok,
2026_07_21_gym,flight_94,21,1082.36,156.5068,ok,
2026_07_21_gym,flight_94,22,1065.71,147.4775,ok,
2026_07_21_gym,flight_94,23,1049.06,127.1625,ok,
2026_07_21_gym,flight_94,24,1032.41,145.5699,ok,
2026_07_21_gym,flight_94,25,1015.76,136.0816,ok,
2026_07_21_gym,flight_94,26,999.11,133.4528,ok,
2026_07_21_gym,flight_94,27,982.45,137.8580,ok,
2026_07_21_gym,flight_94,28,965.80,141.9607,ok,
2026_07_21_gym,flight_94,29,949.15,135.7306,ok,
2026_07_21_gym,flight_94,30,932.50,127.8984,ok,
2026_07_21_gym,flight_94,31,915.85,121.0506,ok,
2026_07_21_gym,flight_94,32,899.20,122.6320,ok,
2026_07_21_gym,flight_94,33,882.54,118.6952,ok,
2026_07_21_gym,flight_94,34,865.89,122.9217,ok,
2026_07_21_gym,flight_94,35,849.24,117.2132,ok,
2026_07_21_gym,flight_94,36,832.59,116.1365,ok,
2026_07_21_gym,flight_94,37,815.94,118.6406,ok,
2026_07_21_gym,flight_94,38,799.28,109.7491,ok,
2026_07_21_gym,flight_94,39,782.63,104.7888,ok,
2026_07_21_gym,flight_94,40,765.98,99.7673,ok,
2026_07_21_gym,flight_94,41,749.33,102.0891,ok,
2026_07_21_gym,flight_94,42,732.68,108.8766,ok,
2026_07_21_gym,flight_94,43,716.03,106.6834,ok,
2026_07_21_gym,flight_94,44,699.37,108.7620,ok,
2026_07_21_gym,flight_94,45,682.72,107.4944,ok,
2026_07_21_gym,flight_94,46,666.07,103.5860,ok,
2026_07_21_gym,flight_94,47,649.42,100.7049,ok,
2026_07_21_gym,flight_94,48,632.77,102.2815,ok,
2026_07_21_gym,flight_94,49,616.11,101.2039,ok,
2026_07_21_gym,flight_94,50,599.46,104.7790,ok,
2026_07_21_gym,flight_94,51,582.81,112.2226,ok,
2026_07_21_gym,flight_94,52,566.16,109.4427,ok,
2026_07_21_gym,flight_94,53,549.51,106.9113,ok,
2026_07_21_gym,flight_94,54,532.86,103.0536,ok,
2026_07_21_gym,flight_94,55,516.21,103.6783,ok,
2026_07_21_gym,flight_94,56,499.55,103.8120,ok,
2026_07_21_gym,flight_94,57,482.90,103.0649,ok,
2026_07_21_gym,flight_94,58,466.25,112.0560,ok,
2026_07_21_gym,flight_94,59,449.60,113.9174,ok,
2026_07_21_gym,flight_94,60,432.95,124.5500,ok,
2026_07_21_gym,flight_94,61,416.30,134.8292,ok,
2026_07_21_gym,flight_94,62,399.64,135.2380,ok,
2026_07_21_gym,flight_94,63,382.99,134.9421,ok,
2026_07_21_gym,flight_94,64,366.34,136.5031,ok,
2026_07_21_gym,flight_94,65,349.69,136.4797,ok,
2026_07_21_gym,flight_94,66,333.04,134.5834,ok,
2026_07_21_gym,flight_94,67,316.38,133.0512,ok,
2026_07_21_gym,flight_94,68,299.73,135.0436,ok,
2026_07_21_gym,flight_94,69,283.08,140.0036,ok,
2026_07_21_gym,flight_94,70,266.43,144.4839,ok,
2026_07_21_gym,flight_94,71,249.78,145.7713,ok,
2026_07_21_gym,flight_94,72,233.13,156.8435,ok,
2026_07_21_gym,flight_94,73,216.47,145.9603,ok,
2026_07_21_gym,flight_94,74,199.82,131.5271,ok,
2026_07_21_gym,flight_94,75,183.17,121.6862,ok,
2026_07_21_gym,flight_94,76,166.52,121.3337,ok,
2026_07_21_gym,flight_94,77,149.87,120.5650,ok,
2026_07_21_gym,flight_94,78,133.21,107.8621,ok,
2026_07_21_gym,flight_94,79,116.56,85.3897,ok,
2026_07_21_gym,flight_94,80,99.91,67.5851,ok,
2026_07_21_gym,flight_94,81,66.61,79.4060,ok,
2026_07_21_gym,flight_94,82,49.96,88.3978,ok,
2026_07_21_gym,flight_94,83,33.31,97.2749,ok,
2026_07_21_gym,flight_94,84,16.65,107.2251,ok,
2026_07_21_gym,flight_95,3,1382.10,981.2073,ok,
2026_07_21_gym,flight_95,4,1365.45,1356.6771,ok,
2026_07_21_gym,flight_95,5,1348.79,1045.0675,ok,
2026_07_21_gym,flight_95,6,1332.14,563.1030,ok,
2026_07_21_gym,flight_95,7,1315.49,483.4597,ok,
2026_07_21_gym,flight_95,8,1298.84,500.5574,ok,
2026_07_21_gym,flight_95,9,1282.19,766.4545,ok,
2026_07_21_gym,flight_95,10,1265.54,625.6465,ok,
2026_07_21_gym,flight_95,11,1248.88,633.9823,ok,
2026_07_21_gym,flight_95,12,1232.23,520.6161,ok,
2026_07_21_gym,flight_95,13,1215.58,396.9786,ok,
2026_07_21_gym,flight_95,14,1198.93,401.0544,ok,
2026_07_21_gym,flight_95,15,1182.28,391.0153,ok,
2026_07_21_gym,flight_95,16,1165.62,354.3497,ok,
2026_07_21_gym,flight_95,17,1148.97,394.2896,ok,
2026_07_21_gym,flight_95,18,1132.32,343.7220,ok,
2026_07_21_gym,flight_95,19,1115.67,341.8390,ok,
2026_07_21_gym,flight_95,20,1099.02,317.9411,ok,
2026_07_21_gym,flight_95,21,1082.37,292.0181,ok,
2026_07_21_gym,flight_95,22,1065.71,277.8892,ok,
2026_07_21_gym,flight_95,23,1049.06,266.0274,ok,
2026_07_21_gym,flight_95,24,1032.40,257.9826,ok,
2026_07_21_gym,flight_95,25,1015.76,265.3154,ok,
2026_07_21_gym,flight_95,26,999.11,273.7264,ok,
2026_07_21_gym,flight_95,27,982.46,243.7242,ok,
2026_07_21_gym,flight_95,28,965.80,218.8234,ok,
2026_07_21_gym,flight_95,29,949.15,207.8275,ok,
2026_07_21_gym,flight_95,30,932.50,206.3233,ok,
2026_07_21_gym,flight_95,31,915.85,211.2650,ok,
2026_07_21_gym,flight_95,32,899.20,203.0457,ok,
2026_07_21_gym,flight_95,33,882.54,196.0604,ok,
2026_07_21_gym,flight_95,34,865.89,184.0112,ok,
2026_07_21_gym,flight_95,35,849.24,183.8324,ok,
2026_07_21_gym,flight_95,36,832.59,160.7046,ok,
2026_07_21_gym,flight_95,37,815.94,158.1916,ok,
2026_07_21_gym,flight_95,38,799.28,162.4110,ok,
2026_07_21_gym,flight_95,39,782.63,161.2580,ok,
2026_07_21_gym,flight_95,40,749.33,153.9792,ok,
2026_07_21_gym,flight_95,41,732.68,164.3538,ok,
2026_07_21_gym,flight_95,42,716.03,155.8061,ok,
2026_07_21_gym,flight_95,43,699.37,144.4801,ok,
2026_07_21_gym,flight_95,44,682.72,134.3783,ok,
2026_07_21_gym,flight_95,45,666.07,130.1163,ok,
2026_07_21_gym,flight_95,46,649.42,131.0836,ok,
2026_07_21_gym,flight_95,47,632.77,131.7191,ok,
2026_07_21_gym,flight_95,48,616.12,129.6140,ok,
2026_07_21_gym,flight_95,49,599.46,130.9290,ok,
2026_07_21_gym,flight_95,50,582.81,133.1838,ok,
2026_07_21_gym,flight_95,51,566.16,124.8344,ok,
2026_07_21_gym,flight_95,52,549.51,134.1328,ok,
2026_07_21_gym,flight_95,53,516.20,133.9148,ok,
2026_07_21_gym,flight_95,54,499.55,131.5849,ok,
2026_07_21_gym,flight_95,55,482.90,129.6657,ok,
2026_07_21_gym,flight_95,56,466.25,119.0332,ok,
2026_07_21_gym,flight_95,57,449.60,107.7975,ok,
2026_07_21_gym,flight_95,58,432.95,103.8649,ok,
2026_07_21_gym,flight_95,59,416.30,103.2016,ok,
2026_07_21_gym,flight_95,60,399.64,100.8524,ok,
2026_07_21_gym,flight_95,61,382.99,99.0547,ok,
2026_07_21_gym,flight_95,62,366.34,99.3357,ok,
2026_07_21_gym,flight_95,63,349.69,103.2709,ok,
2026_07_21_gym,flight_95,64,333.04,106.4269,ok,
2026_07_21_gym,flight_95,65,316.38,108.7472,ok,
2026_07_21_gym,flight_95,66,299.73,112.2786,ok,
2026_07_21_gym,flight_95,67,283.08,110.0405,ok,
2026_07_21_gym,flight_95,68,266.43,78.8937,ok,
2026_07_21_gym,flight_95,69,249.78,77.8866,ok,
2026_07_21_gym,flight_95,70,233.13,78.6055,ok,
2026_07_21_gym,flight_95,71,216.47,82.6075,ok,
2026_07_21_gym,flight_95,72,199.82,85.5892,ok,
2026_07_21_gym,flight_95,73,183.17,83.3691,ok,
2026_07_21_gym,flight_95,74,166.52,81.6788,ok,
2026_07_21_gym,flight_95,75,149.87,82.9759,ok,
2026_07_21_gym,flight_95,76,133.22,82.9100,ok,
2026_07_21_gym,flight_95,77,116.56,81.3241,ok,
2026_07_21_gym,flight_95,78,99.91,78.8746,ok,
2026_07_21_gym,flight_95,79,83.26,77.3269,ok,
2026_07_21_gym,flight_95,80,66.61,87.7168,ok,
2026_07_21_gym,flight_95,81,49.96,92.1641,ok,
2026_07_21_gym,flight_95,82,33.30,88.5544,ok,
2026_07_21_gym,flight_95,83,16.65,84.9914,ok,
2026_07_21_gym,flight_96,3,1248.88,945.5410,ok,
2026_07_21_gym,flight_96,4,1232.23,2561.9209,ok,
2026_07_21_gym,flight_96,5,1215.58,1001.4624,ok,
2026_07_21_gym,flight_96,6,1198.93,1110.0214,ok,
2026_07_21_gym,flight_96,7,1182.28,1063.3312,ok,
2026_07_21_gym,flight_96,8,1165.63,664.5040,ok,
2026_07_21_gym,flight_96,9,1148.97,366.4470,ok,
2026_07_21_gym,flight_96,10,1132.32,418.1549,ok,
2026_07_21_gym,flight_96,11,1115.67,387.3163,ok,
2026_07_21_gym,flight_96,12,1099.02,548.3078,ok,
2026_07_21_gym,flight_96,13,1065.71,317.3651,ok,
2026_07_21_gym,flight_96,14,1049.06,251.5578,ok,
2026_07_21_gym,flight_96,15,1032.41,240.0000,ok,
2026_07_21_gym,flight_96,16,1015.76,226.0157,ok,
2026_07_21_gym,flight_96,17,999.11,222.4304,ok,
2026_07_21_gym,flight_96,18,982.46,213.9923,ok,
2026_07_21_gym,flight_96,19,965.80,270.2671,ok,
2026_07_21_gym,flight_96,20,949.15,293.9191,ok,
2026_07_21_gym,flight_96,21,932.50,268.1881,ok,
2026_07_21_gym,flight_96,22,915.85,237.8769,ok,
2026_07_21_gym,flight_96,23,899.20,229.1885,ok,
2026_07_21_gym,flight_96,24,882.55,209.0866,ok,
2026_07_21_gym,flight_96,25,865.89,205.8687,ok,
2026_07_21_gym,flight_96,26,849.24,195.9409,ok,
2026_07_21_gym,flight_96,27,832.59,204.3175,ok,
2026_07_21_gym,flight_96,28,815.94,188.8290,ok,
2026_07_21_gym,flight_96,29,799.29,177.4629,ok,
2026_07_21_gym,flight_96,30,782.63,192.4193,ok,
2026_07_21_gym,flight_96,31,765.98,180.1498,ok,
2026_07_21_gym,flight_96,32,749.33,159.7018,ok,
2026_07_21_gym,flight_96,33,732.68,142.8983,ok,
2026_07_21_gym,flight_96,34,716.03,131.0736,ok,
2026_07_21_gym,flight_96,35,699.38,115.8003,ok,
2026_07_21_gym,flight_96,36,682.72,117.6846,ok,
2026_07_21_gym,flight_96,37,666.07,123.2082,ok,
2026_07_21_gym,flight_96,38,649.42,116.4746,ok,
2026_07_21_gym,flight_96,39,632.77,105.2298,ok,
2026_07_21_gym,flight_96,40,616.12,101.2502,ok,
2026_07_21_gym,flight_96,41,599.46,95.7373,ok,
2026_07_21_gym,flight_96,42,582.81,88.2809,ok,
2026_07_21_gym,flight_96,43,566.16,84.9433,ok,
2026_07_21_gym,flight_96,44,549.51,87.2352,ok,
2026_07_21_gym,flight_96,45,532.86,89.6260,ok,
2026_07_21_gym,flight_96,46,482.90,82.5601,ok,
2026_07_21_gym,flight_96,47,466.25,77.3493,ok,
2026_07_21_gym,flight_96,48,449.60,69.7793,ok,
2026_07_21_gym,flight_96,49,432.95,66.6389,ok,
2026_07_21_gym,flight_96,50,416.30,63.6568,ok,
2026_07_21_gym,flight_96,51,399.64,61.2326,ok,
2026_07_21_gym,flight_96,52,382.99,57.8389,ok,
2026_07_21_gym,flight_96,53,366.34,53.6678,ok,
2026_07_21_gym,flight_96,54,349.69,50.3329,ok,
2026_07_21_gym,flight_96,55,333.04,48.9992,ok,
2026_07_21_gym,flight_96,56,316.38,47.9832,ok,
2026_07_21_gym,flight_96,57,299.73,46.0225,ok,
2026_07_21_gym,flight_96,58,283.08,42.5928,ok,
2026_07_21_gym,flight_96,59,266.43,39.9189,ok,
2026_07_21_gym,flight_96,60,249.78,39.4242,ok,
2026_07_21_gym,flight_96,61,233.13,37.9286,ok,
2026_07_21_gym,flight_96,62,216.47,33.4968,ok,
2026_07_21_gym,flight_96,63,199.82,32.8130,ok,
2026_07_21_gym,flight_96,64,183.17,35.5942,ok,
2026_07_21_gym,flight_96,65,166.52,37.9598,ok,
2026_07_21_gym,flight_96,66,149.87,41.7458,ok,
2026_07_21_gym,flight_96,67,133.21,42.1516,ok,
2026_07_21_gym,flight_96,68,116.56,41.8638,ok,
2026_07_21_gym,flight_96,69,99.91,40.3913,ok,
2026_07_21_gym,flight_96,70,83.26,40.2408,ok,
2026_07_21_gym,flight_96,71,66.61,40.4790,ok,
2026_07_21_gym,flight_96,72,33.30,40.3607,ok,
2026_07_21_gym,flight_96,73,16.65,35.0848,ok,
2026_07_21_gym,flight_97,3,1182.28,1443.5211,ok,
2026_07_21_gym,flight_97,4,1165.63,4975.0814,ok,
2026_07_21_gym,flight_97,5,1148.98,974.2236,ok,
2026_07_21_gym,flight_97,6,1132.32,400.6657,ok,
2026_07_21_gym,flight_97,7,1115.67,551.4963,ok,
2026_07_21_gym,flight_97,8,1099.02,757.6524,ok,
2026_07_21_gym,flight_97,9,1082.37,876.6576,ok,
2026_07_21_gym,flight_97,10,1049.06,868.7221,ok,
2026_07_21_gym,flight_97,11,1032.41,616.2061,ok,
2026_07_21_gym,flight_97,12,1015.76,703.8621,ok,
2026_07_21_gym,flight_97,13,999.11,666.8367,ok,
2026_07_21_gym,flight_97,14,982.46,604.3894,ok,
2026_07_21_gym,flight_97,15,965.81,552.6376,ok,
2026_07_21_gym,flight_97,16,949.15,475.6938,ok,
2026_07_21_gym,flight_97,17,932.50,388.6045,ok,
2026_07_21_gym,flight_97,18,915.85,362.3702,ok,
