session,flight,bin,cls2,elevation_deg,T_ms,status,airborne,n_detected,position_error_mm,velocity_error_mm_s,hit_miss_match,latency_ms,last_pair_detect_ms,triangulate_ms,ransac_ms,predict_ms,launch_to_crossing_ms,duration_ms
2026_07_15_gym,flight_11,LOB,LONG,53.2846,1200,ok,True,54,178.22895758335034,180.76378024097679,True,374.2893506657953,14.781592999584973,0.16957399994134903,319.22474000044167,23.446776999160647,1204.723509224763,1515.337
2026_07_15_gym,flight_11,LOB,LONG,53.2846,1250,ok,False,56,190.90032122929097,180.68495051090505,True,295.25177866655093,14.880315000191331,0.1739259995520115,247.7270560003817,15.803814999759197,1204.723509224763,1515.337
2026_07_15_gym,flight_12,LOB,LONG,60.379,150,ok,True,10,904.6946016998746,571.581427846345,True,149.04279566711435,14.805592000484467,0.04514800012111664,88.46474099997431,29.060647999867797,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,200,ok,True,13,673.4954206243455,571.0098561370686,True,160.05762966598073,14.802426000125706,0.08346300013363361,102.02831499930471,26.476758999750018,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,250,ok,True,15,936.1196194275327,578.2922761723494,True,160.65398266880462,14.784889000467956,0.08859300054609776,100.87044500093907,28.243389000184834,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,300,ok,True,18,404.16828691996653,386.96077399503037,True,172.51638866743693,14.864444000646472,0.09638799913227558,115.71248200070113,25.176408000290394,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,350,ok,True,21,430.8020011654779,429.12207469526464,True,188.87881466808417,15.0628890004009,0.10142599977552891,130.9514810005203,26.0963520007208,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,400,ok,True,23,302.6759546341437,212.92841440450178,True,193.41255466702083,15.246573999524117,0.10394399985671043,134.08750000037253,27.307870000600815,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,450,ok,True,26,618.0402463477477,695.0605914917,True,206.22598166732737,15.19827700033784,0.11024100054055452,150.51525999978185,23.735537000000477,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,490,ok,True,28,1193.1703235055247,854.7974488631886,False,217.44601866758117,15.00831500068307,0.11266699898988008,160.7707960009575,24.887574000284076,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,500,ok,True,29,207.7601224074395,168.41227210512275,True,212.70996166734645,14.835648000240326,0.11751800123602152,158.31961099989712,22.77051799930632,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,550,ok,True,32,1004.2926588140838,1010.2847492245666,False,198.91533466490606,14.86401899997145,0.12468599993735552,142.8999999994412,24.359962998889387,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,600,ok,True,35,121.91748263886753,88.73894444621152,True,253.00455466719964,14.782722000032663,0.13061099965125322,195.50453700032085,25.920018000528216,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,650,ok,True,38,164.82007291209663,96.79144938630867,True,229.86261066577086,15.089499999769032,0.13464799989014864,171.5435370001942,26.42825899925083,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,700,ok,True,41,189.7309099566257,127.45804849940649,True,245.40610966614136,14.733981000259519,0.1404619999229908,195.78942599985749,18.07557399943471,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,750,ok,True,44,89.91664221690115,75.6078903864727,True,248.1486846661816,14.974758999422193,0.1472960002720356,195.6658330000937,20.69412999972701,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,800,ok,True,47,76.3185557931061,65.16967913610415,True,249.2745366670812,14.742370000109076,0.15353700052946806,196.73422199953347,20.97774100024253,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,850,ok,True,49,40.194300011494896,69.49314102276479,True,268.4363146663333,14.966962999664247,0.15853700041770935,215.300241000019,21.34390699956566,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,900,fit_failed,True,52,,,,,,,,,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,950,ok,True,55,156.7931465507406,118.74549450868952,True,293.8932956677551,14.704537000507116,0.17036999948322773,240.6678880006075,21.683834000490606,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,1000,ok,True,58,170.80643098160417,130.27159038328017,True,352.64401766533655,14.92918499931693,0.17546300031244755,299.00059199985117,21.872110999189317,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,1050,ok,True,61,64.30696050316706,63.0667472619698,True,285.1333696662138,15.231277999468148,0.1827219994738698,228.45031500048935,24.602388000115752,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,1100,fit_failed,True,64,,,,,,,,,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,1150,ok,True,67,35.156961907165396,61.90649077867016,True,299.15248066714656,14.869000000879169,0.19409199990332127,242.24090699944645,25.181815000250936,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,1200,fit_failed,True,69,,,,,,,,,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_12,LOB,LONG,60.379,1250,ok,True,72,73.29283013208665,53.45919181067318,True,363.7375546662758,14.97611099947244,0.20596299972385168,306.14516599942,25.743648000992835,1383.7809672573765,1515.3365000000001
2026_07_15_gym,flight_14,LOB,LONG,52.0559,150,ok,True,10,619.2483241057254,658.161712438879,False,143.97483466627696,15.151871000416577,0.04627799987792969,90.60751899983734,21.50249999947846,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,200,ok,True,13,388.41370622317703,359.8332733490665,True,155.52496266613403,14.879462999291718,0.0844809990376234,100.61607400048524,23.27827800065279,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,250,ok,True,15,388.4133193731148,359.8337391364038,True,159.25381366784373,15.045684999786317,0.08901800028979778,107.06675900053233,20.38568500056863,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,300,ok,True,18,125.63768290405825,109.43846101465815,True,175.3532956658552,14.657518999651074,0.09612900018692017,121.47123999986798,22.461740999482572,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,350,ok,True,21,159.56676082908058,165.45512953925467,True,180.92874066873142,14.895296000875533,0.10250000096857548,125.70388900022954,23.56038899999112,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,400,ok,True,24,117.922526165536,128.89088829524547,True,177.1247966668258,14.799684999510646,0.10961100086569786,124.9444629997015,20.6043710000813,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,450,ok,True,27,156.93481474188317,148.88649137417593,True,192.62109266749272,15.104203999973834,0.11327800061553717,139.71657400019467,21.02037000004202,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,490,ok,True,29,168.13316922405312,155.4212819920215,True,245.6383506671215,14.785741000436246,0.11736999917775393,192.58544400054961,21.48312900029123,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,500,ok,True,30,157.0694106130196,147.6473211938442,True,202.2204796678076,15.078370000235736,0.12051799986511469,148.96748100034893,21.387444000691175,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,550,ok,True,33,156.93872210879135,150.3404766167941,True,212.74959266620377,14.837555999867618,0.1289079999551177,159.01840700022876,22.098054999485612,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,600,ok,True,36,134.61750561271444,134.07570372183275,True,224.97320266688862,14.775315000675619,0.1319439997896552,169.08792500011623,24.311351999640465,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,650,ok,True,39,106.00517773107836,108.17897539384816,True,227.69672266642252,15.151796999387443,0.1381669994443655,178.66585200000554,17.074240000918508,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,700,ok,True,42,179.15931117358951,167.00000001508442,True,271.5420746651168,15.063408000394702,0.14472199883311987,220.36286999937147,19.30440799985081,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,750,ok,True,45,123.63444414499264,127.29782148711772,True,234.86286866633841,14.926443999633193,0.14896300062537193,183.6047399993986,19.516055000014603,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,800,ok,True,48,105.06155661151196,114.32272935184199,True,255.9044236668075,14.947703001089394,0.15562899969518185,204.3837589994073,19.75066599994898,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,850,ok,True,51,101.20059791376005,110.39084102924917,True,293.83396366766345,14.696445001289248,0.16220400016754866,242.11614800058305,20.19249999895692,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,900,ok,True,54,95.59002617635316,110.33284267084915,True,275.939907667848,14.854260000400245,0.16638900060206652,223.69609200023115,20.556499999947846,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,950,ok,True,57,103.44433017459752,121.05523059636103,True,307.24059266845387,14.65894400049001,0.17344400007277727,254.96879700105637,20.772741000168025,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,1000,ok,True,59,121.94558402652923,133.60090379846034,True,299.70740566464764,14.656832999549806,0.17753699980676174,247.17105499934405,21.035313999280334,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,1050,ok,True,60,73.75680402567549,98.57892364067436,True,280.3790926669414,15.208463000133634,0.18081500008702278,225.39451800007373,22.92862999998033,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,1100,ok,True,63,79.38798604791012,100.3530275956996,True,283.6366296686853,14.850871000438929,0.18614799994975328,228.5378890009597,23.395055000670254,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,1150,ok,True,66,79.38798599240711,100.35302752930399,True,321.0393136662121,14.992463001050055,0.19323999993503094,265.30194399971515,23.88499999884516,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,1200,ok,True,69,82.99886492331345,106.31510082339,True,293.55548066521686,15.062128999270499,0.20868500042706728,237.3379069995135,24.280092999339104,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_14,LOB,LONG,52.0559,1250,ok,True,72,37.77870171546364,71.51610418210933,True,305.20922366591793,14.947851999662817,0.20422299951314926,248.94511099997908,24.445371000096202,1277.2821674490751,1482.0359999999998
2026_07_15_gym,flight_15,LOB,LONG,58.8595,150,fit_failed,True,10,,,,,,,,,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,200,fit_failed,True,13,,,,,,,,,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,250,ok,True,16,453.024696387481,415.6169896225403,True,170.1150726682196,15.120462000370026,0.09637000039219856,104.9585000006482,33.273074000142515,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,300,ok,True,19,342.39414368482636,240.90671937294348,True,173.8487596657748,14.647555999457836,0.09438899997621775,117.73142599966377,24.70872200001031,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,350,ok,True,22,311.176746764799,200.9844668525202,True,182.85679566736022,14.833630001172423,0.10075899958610535,124.68814800027758,26.567591999657452,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,400,ok,True,23,266.92363696453987,179.13854792364071,True,185.64472166790316,14.97374000120908,0.10807400103658438,127.58153699990362,26.314703999087214,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,450,ok,True,24,396.81510392976855,284.86754290786956,True,199.14326066585878,14.77027800027281,0.10555600002408028,137.80512999929488,29.79562999960035,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,490,ok,True,26,481.65442647711956,335.4908474456372,True,196.2870356660957,15.056369999423623,0.10925900004804134,140.7810920001939,23.67364799976349,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,500,ok,True,27,535.2537408788205,377.952802432747,True,202.841165666158,14.758443999104202,0.11314800009131432,147.48624000046402,23.816666999831796,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,550,ok,True,28,278.0204431426643,264.41389497194103,True,194.8550726675118,14.685833000577986,0.11407400015741587,138.2452400000766,25.14325900003314,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,600,ok,True,29,523.6280812355025,358.52932713857336,True,249.92242666582266,15.469463000074029,0.11614799965173006,192.62301899958402,25.04712999984622,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,650,ok,True,31,130.0944996830253,99.42703180392729,True,247.0347026667247,14.810054999776185,0.12350000068545341,187.74746300000697,27.687017999589443,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,700,ok,True,34,576.6562184814311,431.5517599130749,True,292.45405466544133,14.76463000010699,0.1271110000088811,231.24573999922723,29.64990699943155,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,750,ok,True,37,182.7151158553878,138.397137028953,True,262.21525966438156,14.968277999199927,0.1342039993032813,201.91646299883723,28.529648000374436,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,800,fit_failed,True,40,,,,,,,,,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,850,ok,True,43,210.31161349224672,146.65533828731117,True,254.28999966445068,14.820239999331534,0.14537099935114384,200.2864629998803,22.371258999221027,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,900,ok,True,46,156.4773020907203,111.25341167926992,True,276.46068466609967,14.963111000135541,0.1513889990746975,221.88994400016963,22.789574000053108,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,950,ok,True,46,156.4773020907203,111.25341167926992,True,276.20551966658485,14.963111000135541,0.161981999874115,221.7214820003137,22.692277999594808,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,1000,ok,True,48,208.34559379769624,145.66724584154724,True,288.52118466670316,14.955315000377595,0.15829599928110838,233.32605500053614,23.41485199984163,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,1050,ok,True,51,65.70164517742647,55.23347551310338,True,326.07201866588247,14.780926000326872,0.16055599879473448,270.71072200033814,23.753147999756038,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,1100,ok,True,54,192.8787088456072,141.3654551160971,True,317.05322366642457,15.023444999940693,0.1668149996548891,259.06444500014186,26.131852000020444,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,1150,ok,True,57,88.33716000180928,59.247258092858374,True,302.5646656655396,14.857832999899983,0.1735000004991889,244.18386999890208,26.68279599957168,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,1200,ok,True,60,143.15719349778047,111.97586214769431,True,355.03153866591555,14.793926000595093,0.1789079997688532,296.5293889986351,26.862649000249803,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_15,LOB,LONG,58.8595,1250,ok,True,63,60.84595065904165,13.458686578798206,True,376.508979667599,14.907665999606252,0.18433300033211708,317.7278140000999,27.02250000089407,1559.34822093119,1598.5964999999999
2026_07_15_gym,flight_17,MID,SHORT,31.0086,150,ok,True,10,170.8680020357907,132.36950905382025,True,142.98492566651353,14.87387099955231,0.0443139998242259,89.87033300008625,21.529741000384092,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,200,ok,True,13,621.8989997079091,473.1997044853373,True,154.18788866574565,15.090574000030756,0.0841669999063015,99.27199999988079,23.07448099926114,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,250,ok,True,15,235.16127843172964,133.21026909027725,True,153.69718566692123,15.205240999348462,0.08616700023412704,100.99383299984038,20.745278000831604,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,300,ok,True,18,185.06809727188863,117.30946662929335,True,167.74359266708294,14.762777999974787,0.09313000086694956,114.28292599972337,21.938091999851167,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,350,ok,True,19,206.77843520859173,147.09793188840757,True,169.0522596683974,15.27914800029248,0.09381500072777271,120.0542040001601,16.95842600055039,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,400,ok,True,20,181.81050629367047,128.72540375486287,True,172.8124626657615,14.977574000135064,0.09505599923431873,121.24001799989492,19.833147999830544,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,450,ok,True,21,181.81049323863138,128.7254511249433,True,228.47683466846743,15.007852000184357,0.09933399967849255,176.0625370014459,20.640445000492036,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,490,ok,True,21,181.81049323863138,128.7254511249433,True,228.6040196676428,15.007852000184357,0.10251900088042021,176.2032599998638,20.623722000047565,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,500,ok,True,21,181.81049323863138,128.7254511249433,True,228.35877766708532,15.007852000184357,0.1014630002900958,176.00988900009543,20.572906999848783,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,550,ok,True,23,206.77865262300503,147.09700537309485,True,242.01405466596285,15.138221999630332,0.1055739987641573,188.5402400009334,21.56335199996829,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,600,ok,True,26,117.27774760616444,162.65116586972448,True,225.47429566613087,14.77929599955678,0.11122199986129999,177.74209200032055,16.17501899972558,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,650,ok,True,26,117.27774760616444,162.65116586972448,True,225.87588866489628,14.77929599955678,0.1109259994700551,178.18881499953568,16.130184999667108,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,700,ok,True,29,386.7090475599677,346.500192926057,True,253.32290766822794,15.022741001099348,0.11777800042182207,202.73099999967963,18.78472200036049,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,750,ok,True,32,134.24787008147135,149.80221115917388,True,294.25224066867185,15.186241000890732,0.12253700010478497,243.26435100007802,19.01244500093162,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,800,ok,True,34,365.212042423455,346.06369397361897,True,262.9120916683848,14.777537000365555,0.12796200066804886,212.03388900030404,19.306037000380456,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,850,ok,True,35,72.05984042451873,135.89994018014036,True,264.5506656660388,15.031128999777138,0.13096299953758717,213.32294400036335,19.39896299969405,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,900,ok,True,38,68.4244045373818,56.9442687645621,True,264.50235166649026,15.089444000273943,0.13622299954295158,212.57448100019246,20.035536999814212,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,950,ok,True,41,160.59674254182744,162.06046662320935,True,334.1662406685452,14.714370000176132,0.14235199987888336,282.4828330008313,20.16001900099218,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,1000,ok,True,44,30.406692751270956,49.07719062793688,True,306.64633366713923,15.094426000490785,0.1488699996843934,254.49709300044924,20.239277999848127,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,1050,ok,True,46,60.140275072411924,126.20655584751144,True,343.4790366670738,15.036926000379026,0.15236999932676554,289.3383150007576,22.284758999943733,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,1100,ok,True,47,59.010623313374886,63.495297782723945,True,293.5416486669953,15.185370000079274,0.15503699984401464,238.8560370001942,22.67853800021112,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,1150,ok,False,50,55.922034832455495,70.04919714160518,True,343.3137036661307,14.805499999783933,0.16135199926793575,296.7543150000274,14.925870000384748,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,1200,fit_failed,False,53,,,,,,,,,1120.588322916062,1432.0765
2026_07_15_gym,flight_17,MID,SHORT,31.0086,1250,ok,False,55,71.9559076247729,113.35932611673745,True,335.4767036677028,15.03846300020814,0.1699449997395277,288.48022200074047,15.121407000347972,1120.588322916062,1432.0765
2026_07_15_gym,flight_19,LOB,LONG,49.165,150,ok,True,10,363.43600773674575,474.4840667357626,True,149.76577666743347,14.616573999635875,0.045055000111460686,95.5447960011661,22.892684999853373,1095.8074523611567,1432.075
2026_07_15_gym,flight_19,LOB,LONG,49.165,200,ok,True,13,279.86798640154825,406.83814304507524,True,164.15125966692963,15.284481999464333,0.08568500075489283,113.0858890004456,19.028536999598145,1095.8074523611567,1432.075
2026_07_15_gym,flight_19,LOB,LONG,49.165,250,ok,True,16,216.51460448919045,330.29634606797345,True,162.95975866696486,15.21390699967742,0.09107400011271238,108.69183300063014,22.29627799987793,1095.8074523611567,1432.075
2026_07_15_gym,flight_19,LOB,LONG,49.165,300,ok,True,19,318.8586656040132,395.8130751801556,True,185.62185266489783,15.048055998980999,0.09853699989616871,130.62799999956042,23.18059299979359,1095.8074523611567,1432.075
2026_07_15_gym,flight_19,LOB,LONG,49.165,350,ok,True,22,57.221367004051785,145.58139306940933,True,193.85200066740313,15.006018999963999,0.10414799954742193,141.69764800090343,20.377519000321627,1095.8074523611567,1432.075
2026_07_15_gym,flight_19,LOB,LONG,49.165,400,ok,True,25,42.28938136590197,64.72712822602634,True,199.3284076663355,15.265999999828637,0.10996299982070923,146.35772200021893,20.928055999800563,1095.8074523611567,1432.075
