cls,window_ms,D_mm,phase_i,phase_j,origin_y_mm,origin_z_mm,n_included,n_correct,match_fraction
LONG,850,600,3,1,-2730.0000,60.0000,60,51,0.850000
LONG,850,600,3,2,-2730.0000,120.0000,60,55,0.916667
LONG,850,600,3,3,-2730.0000,180.0000,60,50,0.833333
LONG,850,600,3,4,-2730.0000,240.0000,60,51,0.850000
LONG,850,600,3,5,-2730.0000,300.0000,60,48,0.800000
LONG,850,600,3,6,-2730.0000,360.0000,60,50,0.833333
LONG,850,600,3,7,-2730.0000,420.0000,60,52,0.866667
LONG,850,600,3,8,-2730.0000,480.0000,60,49,0.816667
LONG,850,600,3,9,-2730.0000,540.0000,60,52,0.866667
LONG,850,600,4,0,-2670.0000,0.0000,60,50,0.833333
LONG,850,600,4,1,-2670.0000,60.0000,60,53,0.883333
LONG,850,600,4,2,-2670.0000,120.0000,60,57,0.950000
LONG,850,600,4,3,-2670.0000,180.0000,60,52,0.866667
LONG,850,600,4,4,-2670.0000,240.0000,60,53,0.883333
LONG,850,600,4,5,-2670.0000,300.0000,60,50,0.833333
LONG,850,600,4,6,-2670.0000,360.0000,60,52,0.866667
LONG,850,600,4,7,-2670.0000,420.0000,60,52,0.866667
LONG,850,600,4,8,-2670.0000,480.0000,60,50,0.833333
LONG,850,600,4,9,-2670.0000,540.0000,60,54,0.900000
LONG,850,600,5,0,-2610.0000,0.0000,60,48,0.800000
LONG,850,600,5,1,-2610.0000,60.0000,60,52,0.866667
LONG,850,600,5,2,-2610.0000,120.0000,60,56,0.933333
LONG,850,600,5,3,-2610.0000,180.0000,60,51,0.850000
LONG,850,600,5,4,-2610.0000,240.0000,60,53,0.883333
LONG,850,600,5,5,-2610.0000,300.0000,60,49,0.816667
LONG,850,600,5,6,-2610.0000,360.0000,60,52,0.866667
LONG,850,600,5,7,-2610.0000,420.0000,60,51,0.850000
LONG,850,600,5,8,-2610.0000,480.0000,60,49,0.816667
LONG,850,600,5,9,-2610.0000,540.0000,60,52,0.866667
LONG,850,600,6,0,-2550.0000,0.0000,60,46,0.766667
LONG,850,600,6,1,-2550.0000,60.0000,60,49,0.816667
LONG,850,600,6,2,-2550.0000,120.0000,60,53,0.883333
LONG,850,600,6,3,-2550.0000,180.0000,60,49,0.816667
LONG,850,600,6,4,-2550.0000,240.0000,60,50,0.833333
LONG,850,600,6,5,-2550.0000,300.0000,60,46,0.766667
LONG,850,600,6,6,-2550.0000,360.0000,60,48,0.800000
LONG,850,600,6,7,-2550.0000,420.0000,60,48,0.800000
LONG,850,600,6,8,-2550.0000,480.0000,60,46,0.766667
LONG,850,600,6,9,-2550.0000,540.0000,60,49,0.816667
LONG,850,600,7,0,-2490.0000,0.0000,60,47,0.783333
LONG,850,600,7,1,-2490.0000,60.0000,60,50,0.833333
LONG,850,600,7,2,-2490.0000,120.0000,60,54,0.900000
LONG,850,600,7,3,-2490.0000,180.0000,60,49,0.816667
LONG,850,600,7,4,-2490.0000,240.0000,60,50,0.833333
LONG,850,600,7,5,-2490.0000,300.0000,60,48,0.800000
LONG,850,600,7,6,-2490.0000,360.0000,60,49,0.816667
LONG,850,600,7,7,-2490.0000,420.0000,60,50,0.833333
LONG,850,600,7,8,-2490.0000,480.0000,60,48,0.800000
LONG,850,600,7,9,-2490.0000,540.0000,60,52,0.866667
LONG,850,600,8,0,-2430.0000,0.0000,60,47,0.783333
LONG,850,600,8,1,-2430.0000,60.0000,60,50,0.833333
LONG,850,600,8,2,-2430.0000,120.0000,60,54,0.900000
LONG,850,600,8,3,-2430.0000,180.0000,60,49,0.816667
LONG,850,600,8,4,-2430.0000,240.0000,60,50,0.833333
LONG,850,600,8,5,-2430.0000,300.0000,60,47,0.783333
LONG,850,600,8,6,-2430.0000,360.0000,60,49,0.816667
LONG,850,600,8,7,-2430.0000,420.0000,60,50,0.833333
LONG,850,600,8,8,-2430.0000,480.0000,60,49,0.816667
LONG,850,600,8,9,-2430.0000,540.0000,60,51,0.850000
LONG,850,600,9,0,-2370.0000,0.0000,60,48,0.800000
LONG,850,600,9,1,-2370.0000,60.0000,60,51,0.850000
LONG,850,600,9,2,-2370.0000,120.0000,60,55,0.916667
LONG,850,600,9,3,-2370.0000,180.0000,60,51,0.850000
LONG,850,600,9,4,-2370.0000,240.0000,60,52,0.866667
LONG,850,600,9,5,-2370.0000,300.0000,60,48,0.800000
LONG,850,600,9,6,-2370.0000,360.0000,60,51,0.850000
LONG,850,600,9,7,-2370.0000,420.0000,60,51,0.850000
LONG,850,600,9,8,-2370.0000,480.0000,60,49,0.816667
LONG,850,600,9,9,-2370.0000,540.0000,60,51,0.850000
LONG,850,800,0,0,-2910.0000,0.0000,60,52,0.866667
LONG,850,800,0,1,-2910.0000,80.0000,60,52,0.866667
LONG,850,800,0,2,-2910.0000,160.0000,60,51,0.850000
LONG,850,800,0,3,-2910.0000,240.0000,60,54,0.900000
LONG,850,800,0,4,-2910.0000,320.0000,60,56,0.933333
LONG,850,800,0,5,-2910.0000,400.0000,60,51,0.850000
LONG,850,800,0,6,-2910.0000,480.0000,60,51,0.850000
LONG,850,800,0,7,-2910.0000,560.0000,60,50,0.833333
LONG,850,800,0,8,-2910.0000,640.0000,60,54,0.900000
LONG,850,800,0,9,-2910.0000,720.0000,60,56,0.933333
LONG,850,800,1,0,-2830.0000,0.0000,60,53,0.883333
LONG,850,800,1,1,-2830.0000,80.0000,60,53,0.883333
LONG,850,800,1,2,-2830.0000,160.0000,60,52,0.866667
LONG,850,800,1,3,-2830.0000,240.0000,60,55,0.916667
LONG,850,800,1,4,-2830.0000,320.0000,60,55,0.916667
LONG,850,800,1,5,-2830.0000,400.0000,60,53,0.883333
LONG,850,800,1,6,-2830.0000,480.0000,60,53,0.883333
LONG,850,800,1,7,-2830.0000,560.0000,60,52,0.866667
LONG,850,800,1,8,-2830.0000,640.0000,60,55,0.916667
LONG,850,800,1,9,-2830.0000,720.0000,60,57,0.950000
LONG,850,800,2,0,-2750.0000,0.0000,60,51,0.850000
LONG,850,800,2,1,-2750.0000,80.0000,60,52,0.866667
LONG,850,800,2,2,-2750.0000,160.0000,60,50,0.833333
LONG,850,800,2,3,-2750.0000,240.0000,60,53,0.883333
LONG,850,800,2,4,-2750.0000,320.0000,60,52,0.866667
LONG,850,800,2,5,-2750.0000,400.0000,60,49,0.816667
LONG,850,800,2,6,-2750.0000,480.0000,60,49,0.816667
LONG,850,800,2,7,-2750.0000,560.0000,60,48,0.800000
LONG,850,800,2,8,-2750.0000,640.0000,60,52,0.866667
LONG,850,800,2,9,-2750.0000,720.0000,60,54,0.900000
LONG,850,800,3,0,-2670.0000,0.0000,60,53,0.883333
LONG,850,800,3,1,-2670.0000,80.0000,60,53,0.883333
LONG,850,800,3,2,-2670.0000,160.0000,60,51,0.850000
LONG,850,800,3,3,-2670.0000,240.0000,60,54,0.900000
LONG,850,800,3,4,-2670.0000,320.0000,60,54,0.900000
LONG,850,800,3,5,-2670.0000,400.0000,60,53,0.883333
LONG,850,800,3,6,-2670.0000,480.0000,60,52,0.866667
LONG,850,800,3,7,-2670.0000,560.0000,60,50,0.833333
LONG,850,800,3,8,-2670.0000,640.0000,60,54,0.900000
LONG,850,800,3,9,-2670.0000,720.0000,60,56,0.933333
LONG,850,800,4,0,-2590.0000,0.0000,60,53,0.883333
LONG,850,800,4,1,-2590.0000,80.0000,60,54,0.900000
LONG,850,800,4,2,-2590.0000,160.0000,60,52,0.866667
LONG,850,800,4,3,-2590.0000,240.0000,60,55,0.916667
LONG,850,800,4,4,-2590.0000,320.0000,60,55,0.916667
LONG,850,800,4,5,-2590.0000,400.0000,60,52,0.866667
LONG,850,800,4,6,-2590.0000,480.0000,60,52,0.866667
LONG,850,800,4,7,-2590.0000,560.0000,60,52,0.866667
LONG,850,800,4,8,-2590.0000,640.0000,60,55,0.916667
LONG,850,800,4,9,-2590.0000,720.0000,60,57,0.950000
LONG,850,800,5,0,-2510.0000,0.0000,60,51,0.850000
LONG,850,800,5,1,-2510.0000,80.0000,60,51,0.850000
LONG,850,800,5,2,-2510.0000,160.0000,60,51,0.850000
LONG,850,800,5,3,-2510.0000,240.0000,60,53,0.883333
LONG,850,800,5,4,-2510.0000,320.0000,60,53,0.883333
LONG,850,800,5,5,-2510.0000,400.0000,60,51,0.850000
LONG,850,800,5,6,-2510.0000,480.0000,60,50,0.833333
LONG,850,800,5,7,-2510.0000,560.0000,60,50,0.833333
LONG,850,800,5,8,-2510.0000,640.0000,60,53,0.883333
LONG,850,800,5,9,-2510.0000,720.0000,60,55,0.916667
LONG,850,800,6,0,-2430.0000,0.0000,60,53,0.883333
LONG,850,800,6,1,-2430.0000,80.0000,60,52,0.866667
LONG,850,800,6,2,-2430.0000,160.0000,60,51,0.850000
LONG,850,800,6,3,-2430.0000,240.0000,60,54,0.900000
LONG,850,800,6,4,-2430.0000,320.0000,60,54,0.900000
LONG,850,800,6,5,-2430.0000,400.0000,60,51,0.850000
LONG,850,800,6,6,-2430.0000,480.0000,60,51,0.850000
LONG,850,800,6,7,-2430.0000,560.0000,60,50,0.833333
LONG,850,800,6,8,-2430.0000,640.0000,60,54,0.900000
LONG,850,800,6,9,-2430.0000,720.0000,60,56,0.933333
LONG,850,800,7,0,-2350.0000,0.0000,60,51,0.850000
LONG,850,800,7,1,-2350.0000,80.0000,60,51,0.850000
LONG,850,800,7,2,-2350.0000,160.0000,60,51,0.850000
LONG,850,800,7,3,-2350.0000,240.0000,60,54,0.900000
LONG,850,800,7,4,-2350.0000,320.0000,60,53,0.883333
LONG,850,800,7,5,-2350.0000,400.0000,60,50,0.833333
LONG,850,800,7,6,-2350.0000,480.0000,60,50,0.833333
LONG,850,800,7,7,-2350.0000,560.0000,60,49,0.816667
LONG,850,800,7,8,-2350.0000,640.0000,60,54,0.900000
LONG,850,800,7,9,-2350.0000,720.0000,60,55,0.916667
LONG,850,800,8,0,-2270.0000,0.0000,60,53,0.883333
LONG,850,800,8,1,-2270.0000,80.0000,60,53,0.883333
LONG,850,800,8,2,-2270.0000,160.0000,60,52,0.866667
LONG,850,800,8,3,-2270.0000,240.0000,60,55,0.916667
LONG,850,800,8,4,-2270.0000,320.0000,60,55,0.916667
LONG,850,800,8,5,-2270.0000,400.0000,60,52,0.866667
LONG,850,800,8,6,-2270.0000,480.0000,60,53,0.883333
LONG,850,800,8,7,-2270.0000,560.0000,60,52,0.866667
LONG,850,800,8,8,-2270.0000,640.0000,60,55,0.916667
LONG,850,800,8,9,-2270.0000,720.0000,60,57,0.950000
LONG,850,800,9,0,-2190.0000,0.0000,60,54,0.900000
LONG,850,800,9,1,-2190.0000,80.0000,60,54,0.900000
LONG,850,800,9,2,-2190.0000,160.0000,60,54,0.900000
LONG,850,800,9,3,-2190.0000,240.0000,60,56,0.933333
LONG,850,800,9,4,-2190.0000,320.0000,60,56,0.933333
LONG,850,800,9,5,-2190.0000,400.0000,60,53,0.883333
LONG,850,800,9,6,-2190.0000,480.0000,60,53,0.883333
LONG,850,800,9,7,-2190.0000,560.0000,60,52,0.866667
LONG,850,800,9,8,-2190.0000,640.0000,60,56,0.933333
LONG,850,800,9,9,-2190.0000,720.0000,60,58,0.966667
LONG,850,1000,0,0,-2910.0000,0.0000,60,58,0.966667
LONG,850,1000,0,1,-2910.0000,100.0000,60,55,0.916667
LONG,850,1000,0,2,-2910.0000,200.0000,60,55,0.916667
LONG,850,1000,0,3,-2910.0000,300.0000,60,55,0.916667
LONG,850,1000,0,4,-2910.0000,400.0000,60,53,0.883333
LONG,850,1000,0,5,-2910.0000,500.0000,60,57,0.950000
LONG,850,1000,0,6,-2910.0000,600.0000,60,56,0.933333
LONG,850,1000,0,7,-2910.0000,700.0000,60,57,0.950000
LONG,850,1000,0,8,-2910.0000,800.0000,60,52,0.866667
LONG,850,1000,0,9,-2910.0000,900.0000,60,55,0.916667
LONG,850,1000,1,0,-2810.0000,0.0000,60,57,0.950000
LONG,850,1000,1,1,-2810.0000,100.0000,60,54,0.900000
LONG,850,1000,1,2,-2810.0000,200.0000,60,54,0.900000
LONG,850,1000,1,3,-2810.0000,300.0000,60,54,0.900000
LONG,850,1000,1,4,-2810.0000,400.0000,60,52,0.866667
LONG,850,1000,1,5,-2810.0000,500.0000,60,56,0.933333
LONG,850,1000,1,6,-2810.0000,600.0000,60,56,0.933333
LONG,850,1000,1,7,-2810.0000,700.0000,60,56,0.933333
LONG,850,1000,1,8,-2810.0000,800.0000,60,51,0.850000
LONG,850,1000,1,9,-2810.0000,900.0000,60,54,0.900000
LONG,850,1000,2,0,-2710.0000,0.0000,60,55,0.916667
LONG,850,1000,2,1,-2710.0000,100.0000,60,52,0.866667
LONG,850,1000,2,2,-2710.0000,200.0000,60,52,0.866667
LONG,850,1000,2,3,-2710.0000,300.0000,60,53,0.883333
LONG,850,1000,2,4,-2710.0000,400.0000,60,50,0.833333
LONG,850,1000,2,5,-2710.0000,500.0000,60,54,0.900000
LONG,850,1000,2,6,-2710.0000,600.0000,60,53,0.883333
LONG,850,1000,2,7,-2710.0000,700.0000,60,54,0.900000
LONG,850,1000,2,8,-2710.0000,800.0000,60,50,0.833333
LONG,850,1000,2,9,-2710.0000,900.0000,60,53,0.883333
LONG,850,1000,3,0,-2610.0000,0.0000,60,57,0.950000
LONG,850,1000,3,1,-2610.0000,100.0000,60,54,0.900000
LONG,850,1000,3,2,-2610.0000,200.0000,60,54,0.900000
LONG,850,1000,3,3,-2610.0000,300.0000,60,54,0.900000
LONG,850,1000,3,4,-2610.0000,400.0000,60,52,0.866667
LONG,850,1000,3,5,-2610.0000,500.0000,60,56,0.933333
LONG,850,1000,3,6,-2610.0000,600.0000,60,55,0.916667
LONG,850,1000,3,7,-2610.0000,700.0000,60,56,0.933333
LONG,850,1000,3,8,-2610.0000,800.0000,60,51,0.850000
LONG,850,1000,3,9,-2610.0000,900.0000,60,55,0.916667
LONG,850,1000,4,0,-2510.0000,0.0000,60,55,0.916667
LONG,850,1000,4,1,-2510.0000,100.0000,60,52,0.866667
LONG,850,1000,4,2,-2510.0000,200.0000,60,52,0.866667
LONG,850,1000,4,3,-2510.0000,300.0000,60,52,0.866667
LONG,850,1000,4,4,-2510.0000,400.0000,60,50,0.833333
LONG,850,1000,4,5,-2510.0000,500.0000,60,55,0.916667
LONG,850,1000,4,6,-2510.0000,600.0000,60,53,0.883333
LONG,850,1000,4,7,-2510.0000,700.0000,60,54,0.900000
LONG,850,1000,4,8,-2510.0000,800.0000,60,49,0.816667
LONG,850,1000,4,9,-2510.0000,900.0000,60,52,0.866667
LONG,850,1000,5,0,-2410.0000,0.0000,60,58,0.966667
LONG,850,1000,5,1,-2410.0000,100.0000,60,55,0.916667
LONG,850,1000,5,2,-2410.0000,200.0000,60,55,0.916667
LONG,850,1000,5,3,-2410.0000,300.0000,60,55,0.916667
LONG,850,1000,5,4,-2410.0000,400.0000,60,53,0.883333
LONG,850,1000,5,5,-2410.0000,500.0000,60,57,0.950000
LONG,850,1000,5,6,-2410.0000,600.0000,60,56,0.933333
LONG,850,1000,5,7,-2410.0000,700.0000,60,58,0.966667
LONG,850,1000,5,8,-2410.0000,800.0000,60,52,0.866667
LONG,850,1000,5,9,-2410.0000,900.0000,60,55,0.916667
LONG,850,1000,6,0,-2310.0000,0.0000,60,59,0.983333
LONG,850,1000,6,1,-2310.0000,100.0000,60,56,0.933333
LONG,850,1000,6,2,-2310.0000,200.0000,60,56,0.933333
LONG,850,1000,6,3,-2310.0000,300.0000,60,56,0.933333
LONG,850,1000,6,4,-2310.0000,400.0000,60,54,0.900000
LONG,850,1000,6,5,-2310.0000,500.0000,60,58,0.966667
LONG,850,1000,6,6,-2310.0000,600.0000,60,57,0.950000
LONG,850,1000,6,7,-2310.0000,700.0000,60,58,0.966667
LONG,850,1000,6,8,-2310.0000,800.0000,60,53,0.883333
LONG,850,1000,6,9,-2310.0000,900.0000,60,56,0.933333
LONG,850,1000,7,0,-2210.0000,0.0000,60,57,0.950000
LONG,850,1000,7,1,-2210.0000,100.0000,60,54,0.900000
LONG,850,1000,7,2,-2210.0000,200.0000,60,54,0.900000
LONG,850,1000,7,3,-2210.0000,300.0000,60,54,0.900000
LONG,850,1000,7,4,-2210.0000,400.0000,60,52,0.866667
LONG,850,1000,7,5,-2210.0000,500.0000,60,56,0.933333
LONG,850,1000,7,6,-2210.0000,600.0000,60,55,0.916667
LONG,850,1000,7,7,-2210.0000,700.0000,60,56,0.933333
LONG,850,1000,7,8,-2210.0000,800.0000,60,52,0.866667
LONG,850,1000,7,9,-2210.0000,900.0000,60,54,0.900000
LONG,850,1000,8,0,-2110.0000,0.0000,60,54,0.900000
LONG,850,1000,8,1,-2110.0000,100.0000,60,51,0.850000
LONG,850,1000,8,2,-2110.0000,200.0000,60,52,0.866667
LONG,850,1000,8,3,-2110.0000,300.0000,60,51,0.850000
LONG,850,1000,8,4,-2110.0000,400.0000,60,49,0.816667
LONG,850,1000,8,5,-2110.0000,500.0000,60,53,0.883333
LONG,850,1000,8,6,-2110.0000,600.0000,60,52,0.866667
LONG,850,1000,8,7,-2110.0000,700.0000,60,53,0.883333
LONG,850,1000,8,8,-2110.0000,800.0000,60,48,0.800000
LONG,850,1000,8,9,-2110.0000,900.0000,60,51,0.850000
LONG,850,1000,9,0,-2010.0000,0.0000,60,57,0.950000
LONG,850,1000,9,1,-2010.0000,100.0000,60,54,0.900000
LONG,850,1000,9,2,-2010.0000,200.0000,60,54,0.900000
LONG,850,1000,9,3,-2010.0000,300.0000,60,54,0.900000
LONG,850,1000,9,4,-2010.0000,400.0000,60,52,0.866667
LONG,850,1000,9,5,-2010.0000,500.0000,60,56,0.933333
LONG,850,1000,9,6,-2010.0000,600.0000,60,55,0.916667
LONG,850,1000,9,7,-2010.0000,700.0000,60,56,0.933333
LONG,850,1000,9,8,-2010.0000,800.0000,60,51,0.850000
LONG,850,1000,9,9,-2010.0000,900.0000,60,54,0.900000
LONG,850,1250,0,0,-2910.0000,0.0000,60,53,0.883333
LONG,850,1250,0,1,-2910.0000,125.0000,60,53,0.883333
LONG,850,1250,0,2,-2910.0000,250.0000,60,54,0.900000
LONG,850,1250,0,3,-2910.0000,375.0000,60,52,0.866667
LONG,850,1250,0,4,-2910.0000,500.0000,60,53,0.883333
LONG,850,1250,0,5,-2910.0000,625.0000,60,55,0.916667
LONG,850,1250,0,6,-2910.0000,750.0000,60,55,0.916667
LONG,850,1250,0,7,-2910.0000,875.0000,60,51,0.850000
LONG,850,1250,0,8,-2910.0000,1000.0000,60,54,0.900000
LONG,850,1250,0,9,-2910.0000,1125.0000,60,54,0.900000
LONG,850,1250,1,0,-2785.0000,0.0000,60,56,0.933333
LONG,850,1250,1,1,-2785.0000,125.0000,60,56,0.933333
LONG,850,1250,1,2,-2785.0000,250.0000,60,57,0.950000
LONG,850,1250,1,3,-2785.0000,375.0000,60,55,0.916667
LONG,850,1250,1,4,-2785.0000,500.0000,60,56,0.933333
LONG,850,1250,1,5,-2785.0000,625.0000,60,58,0.966667
LONG,850,1250,1,6,-2785.0000,750.0000,60,58,0.966667
LONG,850,1250,1,7,-2785.0000,875.0000,60,54,0.900000
LONG,850,1250,1,8,-2785.0000,1000.0000,60,57,0.950000
LONG,850,1250,1,9,-2785.0000,1125.0000,60,57,0.950000
LONG,850,1250,2,0,-2660.0000,0.0000,60,55,0.916667
LONG,850,1250,2,1,-2660.0000,125.0000,60,55,0.916667
LONG,850,1250,2,2,-2660.0000,250.0000,60,56,0.933333
LONG,850,1250,2,3,-2660.0000,375.0000,60,54,0.900000
LONG,850,1250,2,4,-2660.0000,500.0000,60,54,0.900000
LONG,850,1250,2,5,-2660.0000,625.0000,60,57,0.950000
LONG,850,1250,2,6,-2660.0000,750.0000,60,57,0.950000
LONG,850,1250,2,7,-2660.0000,875.0000,60,53,0.883333
LONG,850,1250,2,8,-2660.0000,1000.0000,60,56,0.933333
LONG,850,1250,2,9,-2660.0000,1125.0000,60,57,0.950000
LONG,850,1250,3,0,-2535.0000,0.0000,60,54,0.900000
LONG,850,1250,3,1,-2535.0000,125.0000,60,54,0.900000
LONG,850,1250,3,2,-2535.0000,250.0000,60,55,0.916667
LONG,850,1250,3,3,-2535.0000,375.0000,60,53,0.883333
LONG,850,1250,3,4,-2535.0000,500.0000,60,53,0.883333
LONG,850,1250,3,5,-2535.0000,625.0000,60,56,0.933333
LONG,850,1250,3,6,-2535.0000,750.0000,60,56,0.933333
LONG,850,1250,3,7,-2535.0000,875.0000,60,53,0.883333
LONG,850,1250,3,8,-2535.0000,1000.0000,60,56,0.933333
LONG,850,1250,3,9,-2535.0000,1125.0000,60,55,0.916667
LONG,850,1250,4,0,-2410.0000,0.0000,60,56,0.933333
LONG,850,1250,4,1,-2410.0000,125.0000,60,56,0.933333
LONG,850,1250,4,2,-2410.0000,250.0000,60,57,0.950000
LONG,850,1250,4,3,-2410.0000,375.0000,60,55,0.916667
LONG,850,1250,4,4,-2410.0000,500.0000,60,55,0.916667
LONG,850,1250,4,5,-2410.0000,625.0000,60,58,0.966667
LONG,850,1250,4,6,-2410.0000,750.0000,60,59,0.983333
LONG,850,1250,4,7,-2410.0000,875.0000,60,55,0.916667
LONG,850,1250,4,8,-2410.0000,1000.0000,60,57,0.950000
LONG,850,1250,4,9,-2410.0000,1125.0000,60,57,0.950000
LONG,850,1250,5,0,-2285.0000,0.0000,60,56,0.933333
LONG,850,1250,5,1,-2285.0000,125.0000,60,55,0.916667
LONG,850,1250,5,2,-2285.0000,250.0000,60,56,0.933333
LONG,850,1250,5,3,-2285.0000,375.0000,60,54,0.900000
LONG,850,1250,5,4,-2285.0000,500.0000,60,55,0.916667
LONG,850,1250,5,5,-2285.0000,625.0000,60,57,0.950000
LONG,850,1250,5,6,-2285.0000,750.0000,60,57,0.950000
LONG,850,1250,5,7,-2285.0000,875.0000,60,53,0.883333
LONG,850,1250,5,8,-2285.0000,1000.0000,60,56,0.933333
LONG,850,1250,5,9,-2285.0000,1125.0000,60,56,0.933333
LONG,850,1250,6,0,-2160.0000,0.0000,60,57,0.950000
LONG,850,1250,6,1,-2160.0000,125.0000,60,57,0.950000
LONG,850,1250,6,2,-2160.0000,250.0000,60,58,0.966667
LONG,850,1250,6,3,-2160.0000,375.0000,60,56,0.933333
LONG,850,1250,6,4,-2160.0000,500.0000,60,56,0.933333
LONG,850,1250,6,5,-2160.0000,625.0000,60,59,0.983333
LONG,850,1250,6,6,-2160.0000,750.0000,60,59,0.983333
LONG,850,1250,6,7,-2160.0000,875.0000,60,55,0.916667
LONG,850,1250,6,8,-2160.0000,1000.0000,60,58,0.966667
LONG,850,1250,6,9,-2160.0000,1125.0000,60,58,0.966667
LONG,850,1250,7,0,-2035.0000,0.0000,60,56,0.933333
LONG,850,1250,7,1,-2035.0000,125.0000,60,56,0.933333
LONG,850,1250,7,2,-2035.0000,250.0000,60,57,0.950000
LONG,850,1250,7,3,-2035.0000,375.0000,60,55,0.916667
LONG,850,1250,7,4,-2035.0000,500.0000,60,55,0.916667
LONG,850,1250,7,5,-2035.0000,625.0000,60,58,0.966667
LONG,850,1250,7,6,-2035.0000,750.0000,60,58,0.966667
LONG,850,1250,7,7,-2035.0000,875.0000,60,54,0.900000
LONG,850,1250,7,8,-2035.0000,1000.0000,60,57,0.950000
LONG,850,1250,7,9,-2035.0000,1125.0000,60,57,0.950000
LONG,850,1250,8,0,-1910.0000,0.0000,60,56,0.933333
LONG,850,1250,8,1,-1910.0000,125.0000,60,56,0.933333
LONG,850,1250,8,2,-1910.0000,250.0000,60,57,0.950000
LONG,850,1250,8,3,-1910.0000,375.0000,60,55,0.916667
LONG,850,1250,8,4,-1910.0000,500.0000,60,55,0.916667
LONG,850,1250,8,5,-1910.0000,625.0000,60,58,0.966667
LONG,850,1250,8,6,-1910.0000,750.0000,60,58,0.966667
LONG,850,1250,8,7,-1910.0000,875.0000,60,54,0.900000
LONG,850,1250,8,8,-1910.0000,1000.0000,60,57,0.950000
LONG,850,1250,8,9,-1910.0000,1125.0000,60,57,0.950000
LONG,850,1250,9,0,-1785.0000,0.0000,60,56,0.933333
LONG,850,1250,9,1,-1785.0000,125.0000,60,56,0.933333
LONG,850,1250,9,2,-1785.0000,250.0000,60,57,0.950000
LONG,850,1250,9,3,-1785.0000,375.0000,60,55,0.916667
LONG,850,1250,9,4,-1785.0000,500.0000,60,55,0.916667
LONG,850,1250,9,5,-1785.0000,625.0000,60,58,0.966667
LONG,850,1250,9,6,-1785.0000,750.0000,60,58,0.966667
LONG,850,1250,9,7,-1785.0000,875.0000,60,54,0.900000
LONG,850,1250,9,8,-1785.0000,1000.0000,60,57,0.950000
LONG,850,1250,9,9,-1785.0000,1125.0000,60,57,0.950000
LONG,850,1670,0,0,-2910.0000,0.0000,60,56,0.933333
LONG,850,1670,0,1,-2910.0000,167.0000,60,56,0.933333
LONG,850,1670,0,2,-2910.0000,334.0000,60,54,0.900000
LONG,850,1670,0,3,-2910.0000,501.0000,60,54,0.900000
LONG,850,1670,0,4,-2910.0000,668.0000,60,56,0.933333
LONG,850,1670,0,5,-2910.0000,835.0000,60,53,0.883333
LONG,850,1670,0,6,-2910.0000,1002.0000,60,55,0.916667
LONG,850,1670,0,7,-2910.0000,1169.0000,60,53,0.883333
LONG,850,1670,0,8,-2910.0000,1336.0000,60,55,0.916667
LONG,850,1670,0,9,-2910.0000,1503.0000,60,55,0.916667
LONG,850,1670,1,0,-2743.0000,0.0000,60,59,0.983333
LONG,850,1670,1,1,-2743.0000,167.0000,60,59,0.983333
LONG,850,1670,1,2,-2743.0000,334.0000,60,57,0.950000
LONG,850,1670,1,3,-2743.0000,501.0000,60,57,0.950000
LONG,850,1670,1,4,-2743.0000,668.0000,60,59,0.983333
LONG,850,1670,1,5,-2743.0000,835.0000,60,56,0.933333
LONG,850,1670,1,6,-2743.0000,1002.0000,60,58,0.966667
LONG,850,1670,1,7,-2743.0000,1169.0000,60,56,0.933333
LONG,850,1670,1,8,-2743.0000,1336.0000,60,58,0.966667
LONG,850,1670,1,9,-2743.0000,1503.0000,60,58,0.966667
LONG,850,1670,2,0,-2576.0000,0.0000,60,58,0.966667
LONG,850,1670,2,1,-2576.0000,167.0000,60,58,0.966667
LONG,850,1670,2,2,-2576.0000,334.0000,60,56,0.933333
LONG,850,1670,2,3,-2576.0000,501.0000,60,56,0.933333
LONG,850,1670,2,4,-2576.0000,668.0000,60,58,0.966667
LONG,850,1670,2,5,-2576.0000,835.0000,60,56,0.933333
LONG,850,1670,2,6,-2576.0000,1002.0000,60,57,0.950000
LONG,850,1670,2,7,-2576.0000,1169.0000,60,55,0.916667
LONG,850,1670,2,8,-2576.0000,1336.0000,60,57,0.950000
LONG,850,1670,2,9,-2576.0000,1503.0000,60,57,0.950000
LONG,850,1670,3,0,-2409.0000,0.0000,60,60,1.000000
LONG,850,1670,3,1,-2409.0000,167.0000,60,60,1.000000
LONG,850,1670,3,2,-2409.0000,334.0000,60,58,0.966667
LONG,850,1670,3,3,-2409.0000,501.0000,60,58,0.966667
LONG,850,1670,3,4,-2409.0000,668.0000,60,60,1.000000
LONG,850,1670,3,5,-2409.0000,835.0000,60,57,0.950000
LONG,850,1670,3,6,-2409.0000,1002.0000,60,59,0.983333
LONG,850,1670,3,7,-2409.0000,1169.0000,60,57,0.950000
LONG,850,1670,3,8,-2409.0000,1336.0000,60,59,0.983333
LONG,850,1670,3,9,-2409.0000,1503.0000,60,59,0.983333
LONG,850,1670,4,0,-2242.0000,0.0000,60,59,0.983333
LONG,850,1670,4,1,-2242.0000,167.0000,60,59,0.983333
LONG,850,1670,4,2,-2242.0000,334.0000,60,57,0.950000
LONG,850,1670,4,3,-2242.0000,501.0000,60,57,0.950000
LONG,850,1670,4,4,-2242.0000,668.0000,60,59,0.983333
