cls,window_ms,D_mm,phase_i,phase_j,origin_y_mm,origin_z_mm,n_included,n_correct,match_fraction
SHORT,400,1250,0,8,-2910.0000,1000.0000,47,42,0.893617
SHORT,400,1250,0,9,-2910.0000,1125.0000,47,43,0.914894
SHORT,400,1250,1,0,-2785.0000,0.0000,47,43,0.914894
SHORT,400,1250,1,1,-2785.0000,125.0000,47,46,0.978723
SHORT,400,1250,1,2,-2785.0000,250.0000,47,46,0.978723
SHORT,400,1250,1,3,-2785.0000,375.0000,47,46,0.978723
SHORT,400,1250,1,4,-2785.0000,500.0000,47,45,0.957447
SHORT,400,1250,1,5,-2785.0000,625.0000,47,43,0.914894
SHORT,400,1250,1,6,-2785.0000,750.0000,47,44,0.936170
SHORT,400,1250,1,7,-2785.0000,875.0000,47,46,0.978723
SHORT,400,1250,1,8,-2785.0000,1000.0000,47,44,0.936170
SHORT,400,1250,1,9,-2785.0000,1125.0000,47,45,0.957447
SHORT,400,1250,2,0,-2660.0000,0.0000,47,44,0.936170
SHORT,400,1250,2,1,-2660.0000,125.0000,47,47,1.000000
SHORT,400,1250,2,2,-2660.0000,250.0000,47,47,1.000000
SHORT,400,1250,2,3,-2660.0000,375.0000,47,47,1.000000
SHORT,400,1250,2,4,-2660.0000,500.0000,47,46,0.978723
SHORT,400,1250,2,5,-2660.0000,625.0000,47,44,0.936170
SHORT,400,1250,2,6,-2660.0000,750.0000,47,45,0.957447
SHORT,400,1250,2,7,-2660.0000,875.0000,47,47,1.000000
SHORT,400,1250,2,8,-2660.0000,1000.0000,47,45,0.957447
SHORT,400,1250,2,9,-2660.0000,1125.0000,47,46,0.978723
SHORT,400,1250,3,0,-2535.0000,0.0000,47,42,0.893617
SHORT,400,1250,3,1,-2535.0000,125.0000,47,45,0.957447
SHORT,400,1250,3,2,-2535.0000,250.0000,47,45,0.957447
SHORT,400,1250,3,3,-2535.0000,375.0000,47,45,0.957447
SHORT,400,1250,3,4,-2535.0000,500.0000,47,44,0.936170
SHORT,400,1250,3,5,-2535.0000,625.0000,47,43,0.914894
SHORT,400,1250,3,6,-2535.0000,750.0000,47,43,0.914894
SHORT,400,1250,3,7,-2535.0000,875.0000,47,45,0.957447
SHORT,400,1250,3,8,-2535.0000,1000.0000,47,43,0.914894
SHORT,400,1250,3,9,-2535.0000,1125.0000,47,44,0.936170
SHORT,400,1250,4,0,-2410.0000,0.0000,47,42,0.893617
SHORT,400,1250,4,1,-2410.0000,125.0000,47,45,0.957447
SHORT,400,1250,4,2,-2410.0000,250.0000,47,45,0.957447
SHORT,400,1250,4,3,-2410.0000,375.0000,47,45,0.957447
SHORT,400,1250,4,4,-2410.0000,500.0000,47,44,0.936170
SHORT,400,1250,4,5,-2410.0000,625.0000,47,42,0.893617
SHORT,400,1250,4,6,-2410.0000,750.0000,47,43,0.914894
SHORT,400,1250,4,7,-2410.0000,875.0000,47,45,0.957447
SHORT,400,1250,4,8,-2410.0000,1000.0000,47,44,0.936170
SHORT,400,1250,4,9,-2410.0000,1125.0000,47,44,0.936170
SHORT,400,1250,5,0,-2285.0000,0.0000,47,41,0.872340
SHORT,400,1250,5,1,-2285.0000,125.0000,47,44,0.936170
SHORT,400,1250,5,2,-2285.0000,250.0000,47,44,0.936170
SHORT,400,1250,5,3,-2285.0000,375.0000,47,44,0.936170
SHORT,400,1250,5,4,-2285.0000,500.0000,47,43,0.914894
SHORT,400,1250,5,5,-2285.0000,625.0000,47,41,0.872340
SHORT,400,1250,5,6,-2285.0000,750.0000,47,42,0.893617
SHORT,400,1250,5,7,-2285.0000,875.0000,47,44,0.936170
SHORT,400,1250,5,8,-2285.0000,1000.0000,47,42,0.893617
SHORT,400,1250,5,9,-2285.0000,1125.0000,47,43,0.914894
SHORT,400,1250,6,0,-2160.0000,0.0000,47,40,0.851064
SHORT,400,1250,6,1,-2160.0000,125.0000,47,43,0.914894
SHORT,400,1250,6,2,-2160.0000,250.0000,47,43,0.914894
SHORT,400,1250,6,3,-2160.0000,375.0000,47,43,0.914894
SHORT,400,1250,6,4,-2160.0000,500.0000,47,42,0.893617
SHORT,400,1250,6,5,-2160.0000,625.0000,47,40,0.851064
SHORT,400,1250,6,6,-2160.0000,750.0000,47,41,0.872340
SHORT,400,1250,6,7,-2160.0000,875.0000,47,43,0.914894
SHORT,400,1250,6,8,-2160.0000,1000.0000,47,42,0.893617
SHORT,400,1250,6,9,-2160.0000,1125.0000,47,42,0.893617
SHORT,400,1250,7,0,-2035.0000,0.0000,47,43,0.914894
SHORT,400,1250,7,1,-2035.0000,125.0000,47,46,0.978723
SHORT,400,1250,7,2,-2035.0000,250.0000,47,46,0.978723
SHORT,400,1250,7,3,-2035.0000,375.0000,47,46,0.978723
SHORT,400,1250,7,4,-2035.0000,500.0000,47,45,0.957447
SHORT,400,1250,7,5,-2035.0000,625.0000,47,43,0.914894
SHORT,400,1250,7,6,-2035.0000,750.0000,47,44,0.936170
SHORT,400,1250,7,7,-2035.0000,875.0000,47,46,0.978723
SHORT,400,1250,7,8,-2035.0000,1000.0000,47,44,0.936170
SHORT,400,1250,7,9,-2035.0000,1125.0000,47,45,0.957447
SHORT,400,1250,8,0,-1910.0000,0.0000,47,43,0.914894
SHORT,400,1250,8,1,-1910.0000,125.0000,47,46,0.978723
SHORT,400,1250,8,2,-1910.0000,250.0000,47,46,0.978723
SHORT,400,1250,8,3,-1910.0000,375.0000,47,46,0.978723
SHORT,400,1250,8,4,-1910.0000,500.0000,47,45,0.957447
SHORT,400,1250,8,5,-1910.0000,625.0000,47,43,0.914894
SHORT,400,1250,8,6,-1910.0000,750.0000,47,44,0.936170
SHORT,400,1250,8,7,-1910.0000,875.0000,47,46,0.978723
SHORT,400,1250,8,8,-1910.0000,1000.0000,47,44,0.936170
SHORT,400,1250,8,9,-1910.0000,1125.0000,47,45,0.957447
SHORT,400,1250,9,0,-1785.0000,0.0000,47,42,0.893617
SHORT,400,1250,9,1,-1785.0000,125.0000,47,45,0.957447
SHORT,400,1250,9,2,-1785.0000,250.0000,47,45,0.957447
SHORT,400,1250,9,3,-1785.0000,375.0000,47,45,0.957447
SHORT,400,1250,9,4,-1785.0000,500.0000,47,44,0.936170
SHORT,400,1250,9,5,-1785.0000,625.0000,47,42,0.893617
SHORT,400,1250,9,6,-1785.0000,750.0000,47,43,0.914894
SHORT,400,1250,9,7,-1785.0000,875.0000,47,45,0.957447
SHORT,400,1250,9,8,-1785.0000,1000.0000,47,43,0.914894
SHORT,400,1250,9,9,-1785.0000,1125.0000,47,44,0.936170
SHORT,400,1670,0,0,-2910.0000,0.0000,47,43,0.914894
SHORT,400,1670,0,1,-2910.0000,167.0000,47,43,0.914894
SHORT,400,1670,0,2,-2910.0000,334.0000,47,43,0.914894
SHORT,400,1670,0,3,-2910.0000,501.0000,47,42,0.893617
SHORT,400,1670,0,4,-2910.0000,668.0000,47,42,0.893617
SHORT,400,1670,0,5,-2910.0000,835.0000,47,41,0.872340
SHORT,400,1670,0,6,-2910.0000,1002.0000,47,42,0.893617
SHORT,400,1670,0,7,-2910.0000,1169.0000,47,42,0.893617
SHORT,400,1670,0,8,-2910.0000,1336.0000,47,41,0.872340
SHORT,400,1670,0,9,-2910.0000,1503.0000,47,43,0.914894
SHORT,400,1670,1,0,-2743.0000,0.0000,47,46,0.978723
SHORT,400,1670,1,1,-2743.0000,167.0000,47,46,0.978723
SHORT,400,1670,1,2,-2743.0000,334.0000,47,46,0.978723
SHORT,400,1670,1,3,-2743.0000,501.0000,47,45,0.957447
SHORT,400,1670,1,4,-2743.0000,668.0000,47,45,0.957447
SHORT,400,1670,1,5,-2743.0000,835.0000,47,44,0.936170
SHORT,400,1670,1,6,-2743.0000,1002.0000,47,44,0.936170
SHORT,400,1670,1,7,-2743.0000,1169.0000,47,45,0.957447
SHORT,400,1670,1,8,-2743.0000,1336.0000,47,44,0.936170
SHORT,400,1670,1,9,-2743.0000,1503.0000,47,46,0.978723
SHORT,400,1670,2,0,-2576.0000,0.0000,47,44,0.936170
SHORT,400,1670,2,1,-2576.0000,167.0000,47,44,0.936170
SHORT,400,1670,2,2,-2576.0000,334.0000,47,44,0.936170
SHORT,400,1670,2,3,-2576.0000,501.0000,47,43,0.914894
SHORT,400,1670,2,4,-2576.0000,668.0000,47,43,0.914894
SHORT,400,1670,2,5,-2576.0000,835.0000,47,42,0.893617
SHORT,400,1670,2,6,-2576.0000,1002.0000,47,42,0.893617
SHORT,400,1670,2,7,-2576.0000,1169.0000,47,43,0.914894
SHORT,400,1670,2,8,-2576.0000,1336.0000,47,43,0.914894
SHORT,400,1670,2,9,-2576.0000,1503.0000,47,44,0.936170
SHORT,400,1670,3,0,-2409.0000,0.0000,47,47,1.000000
SHORT,400,1670,3,1,-2409.0000,167.0000,47,47,1.000000
SHORT,400,1670,3,2,-2409.0000,334.0000,47,47,1.000000
SHORT,400,1670,3,3,-2409.0000,501.0000,47,46,0.978723
SHORT,400,1670,3,4,-2409.0000,668.0000,47,46,0.978723
SHORT,400,1670,3,5,-2409.0000,835.0000,47,45,0.957447
SHORT,400,1670,3,6,-2409.0000,1002.0000,47,45,0.957447
SHORT,400,1670,3,7,-2409.0000,1169.0000,47,46,0.978723
SHORT,400,1670,3,8,-2409.0000,1336.0000,47,45,0.957447
SHORT,400,1670,3,9,-2409.0000,1503.0000,47,47,1.000000
SHORT,400,1670,4,0,-2242.0000,0.0000,47,47,1.000000
SHORT,400,1670,4,1,-2242.0000,167.0000,47,47,1.000000
SHORT,400,1670,4,2,-2242.0000,334.0000,47,47,1.000000
SHORT,400,1670,4,3,-2242.0000,501.0000,47,46,0.978723
SHORT,400,1670,4,4,-2242.0000,668.0000,47,46,0.978723
SHORT,400,1670,4,5,-2242.0000,835.0000,47,45,0.957447
SHORT,400,1670,4,6,-2242.0000,1002.0000,47,45,0.957447
SHORT,400,1670,4,7,-2242.0000,1169.0000,47,46,0.978723
SHORT,400,1670,4,8,-2242.0000,1336.0000,47,45,0.957447
SHORT,400,1670,4,9,-2242.0000,1503.0000,47,47,1.000000
SHORT,400,1670,5,0,-2075.0000,0.0000,47,46,0.978723
SHORT,400,1670,5,1,-2075.0000,167.0000,47,46,0.978723
SHORT,400,1670,5,2,-2075.0000,334.0000,47,46,0.978723
SHORT,400,1670,5,3,-2075.0000,501.0000,47,45,0.957447
SHORT,400,1670,5,4,-2075.0000,668.0000,47,45,0.957447
SHORT,400,1670,5,5,-2075.0000,835.0000,47,44,0.936170
SHORT,400,1670,5,6,-2075.0000,1002.0000,47,44,0.936170
SHORT,400,1670,5,7,-2075.0000,1169.0000,47,45,0.957447
SHORT,400,1670,5,8,-2075.0000,1336.0000,47,44,0.936170
SHORT,400,1670,5,9,-2075.0000,1503.0000,47,46,0.978723
SHORT,400,1670,6,0,-1908.0000,0.0000,47,46,0.978723
SHORT,400,1670,6,1,-1908.0000,167.0000,47,46,0.978723
SHORT,400,1670,6,2,-1908.0000,334.0000,47,46,0.978723
SHORT,400,1670,6,3,-1908.0000,501.0000,47,45,0.957447
SHORT,400,1670,6,4,-1908.0000,668.0000,47,45,0.957447
SHORT,400,1670,6,5,-1908.0000,835.0000,47,44,0.936170
SHORT,400,1670,6,6,-1908.0000,1002.0000,47,44,0.936170
SHORT,400,1670,6,7,-1908.0000,1169.0000,47,45,0.957447
SHORT,400,1670,6,8,-1908.0000,1336.0000,47,44,0.936170
SHORT,400,1670,6,9,-1908.0000,1503.0000,47,46,0.978723
SHORT,400,1670,7,0,-1741.0000,0.0000,47,46,0.978723
SHORT,400,1670,7,1,-1741.0000,167.0000,47,46,0.978723
SHORT,400,1670,7,2,-1741.0000,334.0000,47,46,0.978723
SHORT,400,1670,7,3,-1741.0000,501.0000,47,45,0.957447
SHORT,400,1670,7,4,-1741.0000,668.0000,47,45,0.957447
SHORT,400,1670,7,5,-1741.0000,835.0000,47,44,0.936170
SHORT,400,1670,7,6,-1741.0000,1002.0000,47,44,0.936170
SHORT,400,1670,7,7,-1741.0000,1169.0000,47,45,0.957447
SHORT,400,1670,7,8,-1741.0000,1336.0000,47,44,0.936170
SHORT,400,1670,7,9,-1741.0000,1503.0000,47,46,0.978723
SHORT,400,1670,8,0,-1574.0000,0.0000,47,46,0.978723
SHORT,400,1670,8,1,-1574.0000,167.0000,47,46,0.978723
SHORT,400,1670,8,2,-1574.0000,334.0000,47,46,0.978723
SHORT,400,1670,8,3,-1574.0000,501.0000,47,45,0.957447
SHORT,400,1670,8,4,-1574.0000,668.0000,47,45,0.957447
SHORT,400,1670,8,5,-1574.0000,835.0000,47,44,0.936170
SHORT,400,1670,8,6,-1574.0000,1002.0000,47,44,0.936170
SHORT,400,1670,8,7,-1574.0000,1169.0000,47,45,0.957447
SHORT,400,1670,8,8,-1574.0000,1336.0000,47,44,0.936170
SHORT,400,1670,8,9,-1574.0000,1503.0000,47,46,0.978723
SHORT,400,1670,9,0,-1407.0000,0.0000,47,45,0.957447
SHORT,400,1670,9,1,-1407.0000,167.0000,47,45,0.957447
SHORT,400,1670,9,2,-1407.0000,334.0000,47,45,0.957447
SHORT,400,1670,9,3,-1407.0000,501.0000,47,44,0.936170
SHORT,400,1670,9,4,-1407.0000,668.0000,47,44,0.936170
SHORT,400,1670,9,5,-1407.0000,835.0000,47,43,0.914894
SHORT,400,1670,9,6,-1407.0000,1002.0000,47,44,0.936170
SHORT,400,1670,9,7,-1407.0000,1169.0000,47,44,0.936170
SHORT,400,1670,9,8,-1407.0000,1336.0000,47,43,0.914894
SHORT,400,1670,9,9,-1407.0000,1503.0000,47,45,0.957447
SHORT,400,2500,0,0,-2910.0000,0.0000,47,46,0.978723
SHORT,400,2500,0,1,-2910.0000,250.0000,47,46,0.978723
SHORT,400,2500,0,2,-2910.0000,500.0000,47,45,0.957447
SHORT,400,2500,0,3,-2910.0000,750.0000,47,44,0.936170
SHORT,400,2500,0,4,-2910.0000,1000.0000,47,44,0.936170
SHORT,400,2500,0,5,-2910.0000,1250.0000,47,44,0.936170
SHORT,400,2500,0,6,-2910.0000,1500.0000,47,46,0.978723
SHORT,400,2500,0,7,-2910.0000,1750.0000,47,46,0.978723
SHORT,400,2500,0,8,-2910.0000,2000.0000,47,46,0.978723
SHORT,400,2500,0,9,-2910.0000,2250.0000,47,46,0.978723
SHORT,400,2500,1,0,-2660.0000,0.0000,47,47,1.000000
SHORT,400,2500,1,1,-2660.0000,250.0000,47,47,1.000000
SHORT,400,2500,1,2,-2660.0000,500.0000,47,46,0.978723
SHORT,400,2500,1,3,-2660.0000,750.0000,47,45,0.957447
SHORT,400,2500,1,4,-2660.0000,1000.0000,47,45,0.957447
SHORT,400,2500,1,5,-2660.0000,1250.0000,47,44,0.936170
SHORT,400,2500,1,6,-2660.0000,1500.0000,47,47,1.000000
SHORT,400,2500,1,7,-2660.0000,1750.0000,47,47,1.000000
SHORT,400,2500,1,8,-2660.0000,2000.0000,47,47,1.000000
SHORT,400,2500,1,9,-2660.0000,2250.0000,47,47,1.000000
SHORT,400,2500,2,0,-2410.0000,0.0000,47,46,0.978723
SHORT,400,2500,2,1,-2410.0000,250.0000,47,46,0.978723
SHORT,400,2500,2,2,-2410.0000,500.0000,47,45,0.957447
SHORT,400,2500,2,3,-2410.0000,750.0000,47,44,0.936170
SHORT,400,2500,2,4,-2410.0000,1000.0000,47,44,0.936170
SHORT,400,2500,2,5,-2410.0000,1250.0000,47,43,0.914894
SHORT,400,2500,2,6,-2410.0000,1500.0000,47,46,0.978723
SHORT,400,2500,2,7,-2410.0000,1750.0000,47,46,0.978723
SHORT,400,2500,2,8,-2410.0000,2000.0000,47,46,0.978723
SHORT,400,2500,2,9,-2410.0000,2250.0000,47,46,0.978723
SHORT,400,2500,3,0,-2160.0000,0.0000,47,44,0.936170
SHORT,400,2500,3,1,-2160.0000,250.0000,47,44,0.936170
SHORT,400,2500,3,2,-2160.0000,500.0000,47,43,0.914894
SHORT,400,2500,3,3,-2160.0000,750.0000,47,42,0.893617
SHORT,400,2500,3,4,-2160.0000,1000.0000,47,43,0.914894
SHORT,400,2500,3,5,-2160.0000,1250.0000,47,41,0.872340
SHORT,400,2500,3,6,-2160.0000,1500.0000,47,44,0.936170
SHORT,400,2500,3,7,-2160.0000,1750.0000,47,44,0.936170
SHORT,400,2500,3,8,-2160.0000,2000.0000,47,44,0.936170
SHORT,400,2500,3,9,-2160.0000,2250.0000,47,44,0.936170
SHORT,400,2500,4,0,-1910.0000,0.0000,47,46,0.978723
SHORT,400,2500,4,1,-1910.0000,250.0000,47,46,0.978723
SHORT,400,2500,4,2,-1910.0000,500.0000,47,45,0.957447
SHORT,400,2500,4,3,-1910.0000,750.0000,47,44,0.936170
SHORT,400,2500,4,4,-1910.0000,1000.0000,47,44,0.936170
SHORT,400,2500,4,5,-1910.0000,1250.0000,47,43,0.914894
SHORT,400,2500,4,6,-1910.0000,1500.0000,47,46,0.978723
SHORT,400,2500,4,7,-1910.0000,1750.0000,47,46,0.978723
SHORT,400,2500,4,8,-1910.0000,2000.0000,47,46,0.978723
SHORT,400,2500,4,9,-1910.0000,2250.0000,47,46,0.978723
SHORT,400,2500,5,0,-1660.0000,0.0000,47,45,0.957447
SHORT,400,2500,5,1,-1660.0000,250.0000,47,45,0.957447
SHORT,400,2500,5,2,-1660.0000,500.0000,47,44,0.936170
SHORT,400,2500,5,3,-1660.0000,750.0000,47,43,0.914894
SHORT,400,2500,5,4,-1660.0000,1000.0000,47,43,0.914894
SHORT,400,2500,5,5,-1660.0000,1250.0000,47,42,0.893617
SHORT,400,2500,5,6,-1660.0000,1500.0000,47,45,0.957447
SHORT,400,2500,5,7,-1660.0000,1750.0000,47,45,0.957447
SHORT,400,2500,5,8,-1660.0000,2000.0000,47,45,0.957447
SHORT,400,2500,5,9,-1660.0000,2250.0000,47,45,0.957447
SHORT,400,2500,6,0,-1410.0000,0.0000,47,47,1.000000
SHORT,400,2500,6,1,-1410.0000,250.0000,47,47,1.000000
SHORT,400,2500,6,2,-1410.0000,500.0000,47,46,0.978723
SHORT,400,2500,6,3,-1410.0000,750.0000,47,45,0.957447
SHORT,400,2500,6,4,-1410.0000,1000.0000,47,45,0.957447
SHORT,400,2500,6,5,-1410.0000,1250.0000,47,44,0.936170
SHORT,400,2500,6,6,-1410.0000,1500.0000,47,47,1.000000
SHORT,400,2500,6,7,-1410.0000,1750.0000,47,47,1.000000
SHORT,400,2500,6,8,-1410.0000,2000.0000,47,47,1.000000
SHORT,400,2500,6,9,-1410.0000,2250.0000,47,47,1.000000
SHORT,400,2500,7,0,-1160.0000,0.0000,47,46,0.978723
SHORT,400,2500,7,1,-1160.0000,250.0000,47,46,0.978723
SHORT,400,2500,7,2,-1160.0000,500.0000,47,45,0.957447
SHORT,400,2500,7,3,-1160.0000,750.0000,47,44,0.936170
SHORT,400,2500,7,4,-1160.0000,1000.0000,47,45,0.957447
SHORT,400,2500,7,5,-1160.0000,1250.0000,47,43,0.914894
SHORT,400,2500,7,6,-1160.0000,1500.0000,47,46,0.978723
SHORT,400,2500,7,7,-1160.0000,1750.0000,47,46,0.978723
SHORT,400,2500,7,8,-1160.0000,2000.0000,47,46,0.978723
SHORT,400,2500,7,9,-1160.0000,2250.0000,47,46,0.978723
SHORT,400,2500,8,0,-910.0000,0.0000,47,46,0.978723
SHORT,400,2500,8,1,-910.0000,250.0000,47,46,0.978723
SHORT,400,2500,8,2,-910.0000,500.0000,47,45,0.957447
SHORT,400,2500,8,3,-910.0000,750.0000,47,44,0.936170
SHORT,400,2500,8,4,-910.0000,1000.0000,47,44,0.936170
SHORT,400,2500,8,5,-910.0000,1250.0000,47,43,0.914894
SHORT,400,2500,8,6,-910.0000,1500.0000,47,46,0.978723
SHORT,400,2500,8,7,-910.0000,1750.0000,47,46,0.978723
SHORT,400,2500,8,8,-910.0000,2000.0000,47,46,0.978723
SHORT,400,2500,8,9,-910.0000,2250.0000,47,46,0.978723
SHORT,400,2500,9,0,-660.0000,0.0000,47,47,1.000000
SHORT,400,2500,9,1,-660.0000,250.0000,47,47,1.000000
SHORT,400,2500,9,2,-660.0000,500.0000,47,46,0.978723
SHORT,400,2500,9,3,-660.0000,750.0000,47,45,0.957447
SHORT,400,2500,9,4,-660.0000,1000.0000,47,45,0.957447
SHORT,400,2500,9,5,-660.0000,1250.0000,47,44,0.936170
SHORT,400,2500,9,6,-660.0000,1500.0000,47,47,1.000000
SHORT,400,2500,9,7,-660.0000,1750.0000,47,47,1.000000
SHORT,400,2500,9,8,-660.0000,2000.0000,47,47,1.000000
SHORT,400,2500,9,9,-660.0000,2250.0000,47,47,1.000000
LONG,850,200,0,0,-2910.0000,0.0000,60,27,0.450000
LONG,850,200,0,1,-2910.0000,20.0000,60,34,0.566667
LONG,850,200,0,2,-2910.0000,40.0000,60,34,0.566667
LONG,850,200,0,3,-2910.0000,60.0000,60,35,0.583333
LONG,850,200,0,4,-2910.0000,80.0000,60,33,0.550000
LONG,850,200,0,5,-2910.0000,100.0000,60,33,0.550000
LONG,850,200,0,6,-2910.0000,120.0000,60,35,0.583333
LONG,850,200,0,7,-2910.0000,140.0000,60,35,0.583333
LONG,850,200,0,8,-2910.0000,160.0000,60,31,0.516667
LONG,850,200,0,9,-2910.0000,180.0000,60,31,0.516667
LONG,850,200,1,0,-2890.0000,0.0000,60,32,0.533333
LONG,850,200,1,1,-2890.0000,20.0000,60,36,0.600000
LONG,850,200,1,2,-2890.0000,40.0000,60,37,0.616667
LONG,850,200,1,3,-2890.0000,60.0000,60,37,0.616667
LONG,850,200,1,4,-2890.0000,80.0000,60,36,0.600000
LONG,850,200,1,5,-2890.0000,100.0000,60,37,0.616667
LONG,850,200,1,6,-2890.0000,120.0000,60,39,0.650000
LONG,850,200,1,7,-2890.0000,140.0000,60,39,0.650000
LONG,850,200,1,8,-2890.0000,160.0000,60,35,0.583333
LONG,850,200,1,9,-2890.0000,180.0000,60,36,0.600000
LONG,850,200,2,0,-2870.0000,0.0000,60,33,0.550000
LONG,850,200,2,1,-2870.0000,20.0000,60,36,0.600000
LONG,850,200,2,2,-2870.0000,40.0000,60,38,0.633333
LONG,850,200,2,3,-2870.0000,60.0000,60,39,0.650000
LONG,850,200,2,4,-2870.0000,80.0000,60,38,0.633333
LONG,850,200,2,5,-2870.0000,100.0000,60,39,0.650000
LONG,850,200,2,6,-2870.0000,120.0000,60,39,0.650000
LONG,850,200,2,7,-2870.0000,140.0000,60,40,0.666667
LONG,850,200,2,8,-2870.0000,160.0000,60,37,0.616667
LONG,850,200,2,9,-2870.0000,180.0000,60,39,0.650000
LONG,850,200,3,0,-2850.0000,0.0000,60,34,0.566667
LONG,850,200,3,1,-2850.0000,20.0000,60,37,0.616667
LONG,850,200,3,2,-2850.0000,40.0000,60,38,0.633333
LONG,850,200,3,3,-2850.0000,60.0000,60,40,0.666667
LONG,850,200,3,4,-2850.0000,80.0000,60,37,0.616667
LONG,850,200,3,5,-2850.0000,100.0000,60,38,0.633333
LONG,850,200,3,6,-2850.0000,120.0000,60,39,0.650000
LONG,850,200,3,7,-2850.0000,140.0000,60,39,0.650000
LONG,850,200,3,8,-2850.0000,160.0000,60,35,0.583333
LONG,850,200,3,9,-2850.0000,180.0000,60,37,0.616667
LONG,850,200,4,0,-2830.0000,0.0000,60,33,0.550000
LONG,850,200,4,1,-2830.0000,20.0000,60,36,0.600000
LONG,850,200,4,2,-2830.0000,40.0000,60,37,0.616667
LONG,850,200,4,3,-2830.0000,60.0000,60,37,0.616667
LONG,850,200,4,4,-2830.0000,80.0000,60,37,0.616667
LONG,850,200,4,5,-2830.0000,100.0000,60,38,0.633333
LONG,850,200,4,6,-2830.0000,120.0000,60,38,0.633333
LONG,850,200,4,7,-2830.0000,140.0000,60,37,0.616667
LONG,850,200,4,8,-2830.0000,160.0000,60,33,0.550000
LONG,850,200,4,9,-2830.0000,180.0000,60,35,0.583333
LONG,850,200,5,0,-2810.0000,0.0000,60,32,0.533333
LONG,850,200,5,1,-2810.0000,20.0000,60,35,0.583333
LONG,850,200,5,2,-2810.0000,40.0000,60,38,0.633333
LONG,850,200,5,3,-2810.0000,60.0000,60,37,0.616667
LONG,850,200,5,4,-2810.0000,80.0000,60,36,0.600000
LONG,850,200,5,5,-2810.0000,100.0000,60,37,0.616667
LONG,850,200,5,6,-2810.0000,120.0000,60,39,0.650000
LONG,850,200,5,7,-2810.0000,140.0000,60,37,0.616667
LONG,850,200,5,8,-2810.0000,160.0000,60,34,0.566667
LONG,850,200,5,9,-2810.0000,180.0000,60,35,0.583333
LONG,850,200,6,0,-2790.0000,0.0000,60,33,0.550000
LONG,850,200,6,1,-2790.0000,20.0000,60,37,0.616667
LONG,850,200,6,2,-2790.0000,40.0000,60,38,0.633333
LONG,850,200,6,3,-2790.0000,60.0000,60,38,0.633333
LONG,850,200,6,4,-2790.0000,80.0000,60,38,0.633333
LONG,850,200,6,5,-2790.0000,100.0000,60,37,0.616667
LONG,850,200,6,6,-2790.0000,120.0000,60,37,0.616667
LONG,850,200,6,7,-2790.0000,140.0000,60,37,0.616667
LONG,850,200,6,8,-2790.0000,160.0000,60,36,0.600000
LONG,850,200,6,9,-2790.0000,180.0000,60,37,0.616667
LONG,850,200,7,0,-2770.0000,0.0000,60,34,0.566667
LONG,850,200,7,1,-2770.0000,20.0000,60,36,0.600000
LONG,850,200,7,2,-2770.0000,40.0000,60,36,0.600000
LONG,850,200,7,3,-2770.0000,60.0000,60,36,0.600000
LONG,850,200,7,4,-2770.0000,80.0000,60,34,0.566667
LONG,850,200,7,5,-2770.0000,100.0000,60,33,0.550000
LONG,850,200,7,6,-2770.0000,120.0000,60,35,0.583333
LONG,850,200,7,7,-2770.0000,140.0000,60,35,0.583333
LONG,850,200,7,8,-2770.0000,160.0000,60,35,0.583333
LONG,850,200,7,9,-2770.0000,180.0000,60,36,0.600000
LONG,850,200,8,0,-2750.0000,0.0000,60,31,0.516667
LONG,850,200,8,1,-2750.0000,20.0000,60,36,0.600000
LONG,850,200,8,2,-2750.0000,40.0000,60,39,0.650000
LONG,850,200,8,3,-2750.0000,60.0000,60,38,0.633333
LONG,850,200,8,4,-2750.0000,80.0000,60,35,0.583333
LONG,850,200,8,5,-2750.0000,100.0000,60,33,0.550000
LONG,850,200,8,6,-2750.0000,120.0000,60,35,0.583333
LONG,850,200,8,7,-2750.0000,140.0000,60,34,0.566667
LONG,850,200,8,8,-2750.0000,160.0000,60,32,0.533333
LONG,850,200,8,9,-2750.0000,180.0000,60,33,0.550000
LONG,850,200,9,0,-2730.0000,0.0000,60,31,0.516667
LONG,850,200,9,1,-2730.0000,20.0000,60,38,0.633333
LONG,850,200,9,2,-2730.0000,40.0000,60,38,0.633333
LONG,850,200,9,3,-2730.0000,60.0000,60,38,0.633333
LONG,850,200,9,4,-2730.0000,80.0000,60,35,0.583333
LONG,850,200,9,5,-2730.0000,100.0000,60,34,0.566667
LONG,850,200,9,6,-2730.0000,120.0000,60,35,0.583333
LONG,850,200,9,7,-2730.0000,140.0000,60,35,0.583333
LONG,850,200,9,8,-2730.0000,160.0000,60,33,0.550000
LONG,850,200,9,9,-2730.0000,180.0000,60,35,0.583333
LONG,850,250,0,0,-2910.0000,0.0000,60,42,0.700000
LONG,850,250,0,1,-2910.0000,25.0000,60,43,0.716667
LONG,850,250,0,2,-2910.0000,50.0000,60,42,0.700000
LONG,850,250,0,3,-2910.0000,75.0000,60,40,0.666667
LONG,850,250,0,4,-2910.0000,100.0000,60,39,0.650000
LONG,850,250,0,5,-2910.0000,125.0000,60,39,0.650000
LONG,850,250,0,6,-2910.0000,150.0000,60,40,0.666667
LONG,850,250,0,7,-2910.0000,175.0000,60,42,0.700000
LONG,850,250,0,8,-2910.0000,200.0000,60,39,0.650000
